"","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29"
"gene_11",0.066022077954573,0.0642747581723258,0.0669344178575638,0.0681081487017169,0.0679883512186349,0.0660586955763371,0.0660327647074917,0.0661969218358114,0.0673113578466311,0.0674639988443642,0.0665516997573917,0.0672390114168758,0.06603978890084,0.0666420119822557,0.0671359700733821,0.0682409664063567,0.0665506642371296,0.0661634662208321,0.0669665129910419,0.0664369763194491,0.0669186430044463,0.0669326848741083,0.0673688051391811,0.066041334670529,0.0658545579326919,0.0674773653882077,0.0667888578841581,0.0659927759745699,0.0658760976915566,0.0663902791396994
"gene_12",0.0666029950426529,0.0664213299682386,0.0666944545453838,0.0668088664302626,0.0667973522023744,0.0666067096255263,0.0666040795164157,0.0666206983233461,0.0667315895025478,0.0667465208234154,0.0666563629590974,0.0667244912485684,0.0666047921478401,0.0666653871582037,0.066714357576061,0.0669892203090433,0.0666435472890593,0.0665623979075875,0.0667298728475892,0.0666197980802484,0.0667199788827687,0.0667228822764942,0.0668125792691442,0.066536645412751,0.0664971159887228,0.0668347637971679,0.0666930978332093,0.066526385462028,0.0665016836958925,0.0666100244732041
"gene_13",0.0661124157986661,0.06459820123774,0.0668986640180125,0.0679057938011832,0.0678032256547123,0.0661440302642592,0.0661216428932785,0.0662633268102184,0.0672226368356088,0.0673536843773859,0.066569204254243,0.0671604958577238,0.0661277074577206,0.0666469961665308,0.0670719575915411,0.0673279337208574,0.0666189015720389,0.0664535590413658,0.066795251289375,0.0665704690002583,0.0667750152988824,0.0667809529210906,0.0669646548899231,0.0664011755814257,0.0663208500983995,0.0670101690575724,0.0667200674592635,0.0663803174088193,0.06633012681807,0.0665505477799708
"gene_14",0.0664819006772945,0.0659604328197781,0.0667464749549175,0.0670793914137842,0.0670457888360412,0.0664926194654602,0.0664850297975965,0.0665330055005693,0.0668542926071931,0.0668977085435209,0.0666361163406008,0.0668336659010767,0.066487086115869,0.0666622395621554,0.0668042330686905,0.0675597076429126,0.0666018248441614,0.0663794661768301,0.0668394080546585,0.0665366513769249,0.0668121234250213,0.0668201286556132,0.0670680442379274,0.0663090986386512,0.0662012704642338,0.0671295413737481,0.0667380650215702,0.0662810901778925,0.0662137188528094,0.0665098538367249
"gene_15",0.0658212099408784,0.0635684001626659,0.067011932607396,0.0685586427439642,0.0684000047978262,0.06586880821928,0.0658350997118131,0.0660486294679542,0.0675068227561816,0.0677077187334127,0.0665112159763472,0.0674117042472242,0.0658442299298032,0.0666292136624003,0.0672763389916738,0.0713346892990089,0.066302026652286,0.0652149998875974,0.0674958292557313,0.0659804403602104,0.0673569870384461,0.0673976754365344,0.0686775648232116,0.0648769079022728,0.0643642128027634,0.0690011050294547,0.0669824275932532,0.0647431122664672,0.0644230722912526,0.0658489349199276
"gene_16",0.0654034268131017,0.0621528703454532,0.0671646421844339,0.0694985831960708,0.0692567558154856,0.0654732482223995,0.0654237966059701,0.0657374604083788,0.067905669780878,0.068208016660574,0.0664203126562908,0.0677628270140718,0.0654371885906255,0.0665952315029799,0.0675598865637057,0.0733637780727494,0.0661265458193243,0.0646204368147637,0.0678034219111212,0.0656789333404146,0.0676071532522353,0.0676646366151096,0.069487377994888,0.0641559761027193,0.0634552090099255,0.0699526556519595,0.0670793121445224,0.063972687825296,0.0635354430522688,0.0654963891792027
"gene_17",0.0659306584447305,0.0639511153704367,0.066970034220494,0.0683130805954508,0.068175697203828,0.0659722980538031,0.0659428101892091,0.0661295393238848,0.0674006257551389,0.0675751873165814,0.0665335403191679,0.0673179289419055,0.0659507975898648,0.0666364790075259,0.0672001892667249,0.0698243260798642,0.0664265500323562,0.065671525957927,0.0672469375573672,0.0662039847599596,0.0671519931411948,0.0671798297859454,0.0680501045436319,0.0654351184339994,0.0650751810976356,0.0682684691991086,0.066895244926851,0.0653413550397535,0.0651165919048023,0.0661127783519136
"gene_18",0.0652153972878336,0.0615379942797435,0.0672297457229943,0.0699231877436846,0.069642827315698,0.0652949592973418,0.0652386063135401,0.0655962504855609,0.0680819283585442,0.0684304235847802,0.0663765445179922,0.0679174436218019,0.0652538660563525,0.0665767988087338,0.0676839328960333,0.0755317209636021,0.0659302066929748,0.0640078271752572,0.0681005039225945,0.0653562452502538,0.0678448310128226,0.0679196670889183,0.0703124088549896,0.0634200501942438,0.0625376845038921,0.0709293890066267,0.0671594113859018,0.0631887477430507,0.0626384400573054,0.0651228157760299
"gene_19",0.0655515875875515,0.0626469177177816,0.0671117539041036,0.069164683413354,0.0689527394111302,0.0656136200854488,0.0655696865852327,0.0658482222013019,0.0677653534960865,0.0680315485202356,0.0664535533247571,0.0676394938246323,0.0655815849538686,0.0666083841752096,0.0674605748441712,0.0711367455395676,0.0663186513520201,0.0652741282080292,0.0674641991132576,0.0660097819662905,0.0673310537347673,0.0673700749534516,0.0685965459327389,0.0649489765353799,0.064455651403532,0.0689062834152784,0.0669717517199273,0.06482026522454,0.0645123026539562,0.0658834423070908
"gene_20",0.0665875827200496,0.0663622573899696,0.0667011353843994,0.0668432909488382,0.0668289793015902,0.0665921931388938,0.0665889287206026,0.066609556567677,0.0667472622471456,0.0667658125593491,0.0666538331584051,0.0667384442524967,0.0665898132127619,0.0666650382500848,0.0667258562152064,0.0670444962881423,0.0666395506802753,0.0665445903949395,0.0667406113751641,0.0666117554860618,0.0667290263180801,0.0667324259036815,0.066837477063623,0.0665144632941047,0.0664682266820913,0.0668634665394409,0.0666975536784352,0.0665024615792811,0.0664735689410612,0.0666003177994062
"gene_21",0.0656126432841974,0.0628529776326294,0.0670895766415547,0.0690273203728238,0.0688275652830867,0.0656714375989162,0.06562979809862,0.06589373980395,0.0677072012742784,0.0679585577648239,0.0664669446237731,0.0675883197763331,0.0656410754829121,0.066613468153843,0.0674192791851262,0.0719949061220343,0.0662458967959147,0.0650192240403114,0.0675991880075454,0.0658824454948095,0.0674414659442319,0.0674876781318866,0.0689451591784345,0.0646387770382268,0.0640628256874461,0.069314773618981,0.0670164087331609,0.06448836080133,0.0641288877921377,0.0657339541153471
"gene_22",0.066011132179398,0.0642358804819307,0.0669386763763463,0.0681325938688708,0.0680107037162204,0.0660483518425423,0.0660219945656259,0.0661888568986502,0.0673220224030824,0.0674772781894469,0.0665495283945626,0.0672484408201288,0.0660291342311023,0.0666413511635873,0.0671436448994727,0.0724901347489598,0.0662031543938172,0.0648738376352118,0.0676746111524779,0.0658088489580854,0.0675028503331797,0.0675531685368825,0.0691432614026009,0.0644624154834379,0.063840343526839,0.0695474674221696,0.0670403099942021,0.0642998646734351,0.0639116485452425,0.0656478589626333
"gene_23",0.0665668858171312,0.0662831203826885,0.0667100792963136,0.0668895216894971,0.0668714470986549,0.066572697218865,0.0665685824200163,0.066594585587517,0.0667682831300576,0.0667916962344071,0.0666504142168584,0.0667571547739562,0.0665696973118778,0.0666645458586626,0.0667412699369442,0.0671609058458201,0.0666311013668637,0.0665071466407372,0.0667631379752663,0.066594808211657,0.0667479957825794,0.0667524390273347,0.066889808924518,0.0664678433435713,0.0664075449945813,0.0669238144752884,0.066706867758739,0.0664521891406492,0.0664145106636606,0.0665798763155914
"gene_24",0.0662171996661385,0.0649779994660783,0.0668564837725169,0.0676712428553539,0.0675884767545992,0.0662429595003639,0.0662247184846929,0.0663401223709066,0.0671190781731012,0.0672251622451298,0.066588950601756,0.067068747216484,0.0662296600611774,0.0666521651875364,0.0669970054468815,0.0687492736022441,0.0665115880275739,0.0660040167847668,0.0670587868823323,0.0663623642357596,0.0669956870974844,0.0670141934168026,0.0675901987976127,0.0658443005075159,0.0656004000431901,0.0677339497859732,0.0668247545266518,0.0657808493882862,0.0656285056510293,0.0663011170920162
"gene_25",0.0657970795248853,0.0634847097306824,0.067021060541749,0.0686128119548756,0.0684494585755802,0.0658459836661894,0.0658113501597811,0.0660307560686137,0.0675301358930688,0.0677368509778346,0.0665062082833743,0.0674322744437284,0.0658207308237591,0.0666275175250654,0.0672930192103562,0.0713292066609667,0.0663024877033312,0.0652166340783969,0.0674949566335691,0.0659812525685103,0.0673562719625178,0.0673969142573415,0.0686753253083461,0.0648788989521239,0.0643667377494686,0.0689984831798869,0.066982134336196,0.0647452434883379,0.0644255363888649,0.0658498897347577
"gene_26",0.0660177667828431,0.0642594138584542,0.0669361099404039,0.0681178087419865,0.0679971853825493,0.0660546221463543,0.0660285228923509,0.0661937482617569,0.0673155787900696,0.0674692519245011,0.0665508532738408,0.0672427447911492,0.0660355926848576,0.0666417618997394,0.0671390108206756,0.0707667409689965,0.0663495063103652,0.065385240660095,0.0674042997393343,0.0660646174465132,0.0672818491698584,0.0673177400250314,0.0684441377239149,0.0650845856508446,0.064627984860824,0.0687280872687041,0.0669512156037297,0.064965507371808,0.0646804459795798,0.0659480267697267
"gene_27",0.0658638262164589,0.0637168130032328,0.066995712823977,0.068462995613935,0.0683126598998464,0.0659091112116087,0.0658770412753444,0.0660801640546188,0.0674655576628042,0.067656187713782,0.0665199829076143,0.0673752798369492,0.0658857278327837,0.0666321243246363,0.0672467813626854,0.0704879447683049,0.0663725295666315,0.0654694352723883,0.0673584674307484,0.066105890217427,0.0672441141515367,0.0672776344756711,0.0683284466390928,0.0651875058557367,0.0647590269570903,0.0685929789555071,0.0669352081751386,0.0650757983640576,0.0648082764285089,0.0659967254487044
"gene_28",0.0665729538773102,0.0663062999221856,0.0667074602555952,0.0668759669220109,0.0668589963417772,0.0665784134025197,0.0665745477579884,0.0665989759261748,0.0667621230175536,0.0667841100542756,0.0666514191335944,0.0667516721492241,0.0665755951451297,0.0666646929934631,0.0667367540047648,0.0670586562447919,0.0666385251782185,0.0665400314343477,0.0667433578225749,0.0666096946455855,0.0667313397678149,0.0667348663985876,0.0668438500150577,0.066508785494993,0.0664608338294993,0.0668708143506856,0.0666986916079902,0.066496338362495,0.0664663741220041,0.0665978311788876
"gene_29",0.0664313997589373,0.0657703850033808,0.0667678519893074,0.0671922478499096,0.0671493594576261,0.0664450164436443,0.0664353747348754,0.0664963318156963,0.066905169545223,0.0669604986613801,0.066627423444249,0.0668788898226132,0.0664379869670085,0.0666606531492447,0.0668413982101825,0.0669688138265879,0.0666450201590977,0.0665689764454622,0.0667259015727993,0.0666227663847843,0.0667166322433985,0.0667193523552214,0.0668033797092343,0.0665448417785158,0.0665077933922354,0.0668241597820542,0.0666914473988328,0.0665352260528454,0.0665120745518619,0.0666136079096133
"gene_30",0.0656450004554152,0.0629628558964222,0.0670776866494373,0.0689544685063569,0.0687611501872685,0.0657020700797628,0.0656616523600474,0.0659178236712492,0.0676762388277898,0.0679197373502643,0.0664739420988922,0.0675610544926207,0.0656725989957385,0.0666160515508534,0.0673972495993664,0.0737653133997598,0.0660908106410368,0.0645052287808788,0.0678608205602442,0.0656191669382511,0.0676533973258785,0.0677141406755839,0.0696432542378049,0.0640170548550624,0.0632812175319511,0.0701366187873114,0.0670958913988706,0.0638245116674633,0.0633654238142811,0.0654269225396008
"gene_31",0.0664402839083605,0.0658037304998955,0.0667641031034966,0.067172388514204,0.0671311370846532,0.0664533917046369,0.0664441103506593,0.0665027874869299,0.0668962293598077,0.0669494609681993,0.0666289622902835,0.0668709447281854,0.0664466249616966,0.0666609426901246,0.0668348714508974,0.0674035447778656,0.0666133488842536,0.0664293531521941,0.0668097075811453,0.0665594416594026,0.066787169596298,0.0667937825064276,0.0669984429459198,0.0663710815880441,0.0662817473520314,0.0670491695699333,0.0667259788525722,0.066347881762904,0.0662920632395132,0.06653727118771
"gene_32",0.0663184431581722,0.065349799970578,0.0668149997757672,0.0674447737579442,0.0673809559226257,0.0663384931115153,0.0663242957273787,0.0664140877632963,0.0670183499569619,0.0671003987291579,0.0666074560219729,0.0669794019786659,0.066328142037248,0.0666565295548034,0.0669238627709676,0.0678972647374862,0.0665766530437338,0.0662721095338439,0.0669028848066821,0.0664873128451403,0.0668653755253815,0.0668763794529327,0.0672176504434452,0.0661758910548797,0.0660285963672059,0.0673024516822955,0.066763622096015,0.066137614114699,0.0660455919926453,0.0664505974602417
"gene_33",0.0664777951278018,0.0659449364263546,0.0667482193126975,0.0670885643180903,0.0670542085315451,0.066488749991404,0.0664809931572013,0.0665300262075133,0.0668584345162713,0.066902818126751,0.0666354148198413,0.0668373485213779,0.0664830947630787,0.066662116263284,0.0668072608171833,0.067109539991422,0.0666348350404691,0.0665236589694549,0.0667532128259291,0.0666022878189295,0.066739639511459,0.0667436224589668,0.0668667344773186,0.0664883985749584,0.0664342944108526,0.0668972024337651,0.0667027695340955,0.0664743534322082,0.0664405450443257,0.0665888960283818
"gene_34",0.0653796430451684,0.0620744277244638,0.0671729587325866,0.0695521350573972,0.0693054778152788,0.0654507037566835,0.0654003741100287,0.0657196304640601,0.0679280153350401,0.0682361752180643,0.0664148495366805,0.0677824441833288,0.065414003737897,0.0665929785476709,0.0675756472482487,0.070277847538559,0.066389735904284,0.0655331381458178,0.0673235181581153,0.066136951822509,0.067215288593108,0.0672470158991598,0.0682407693632881,0.0652654736391998,0.0648584462003317,0.0684906783064638,0.0669228271250049,0.0651593852644205,0.0649052440618921,0.0660334288174329
"gene_35",0.0661451245796349,0.0647162213551765,0.0668855773832157,0.0678325549241083,0.067736189304796,0.0661749173761532,0.0661538201672995,0.0662873249930107,0.0671903830530357,0.0673136282359992,0.0665754315843618,0.0671319319423973,0.0661595353187939,0.0666486792687164,0.0670486399759971,0.0697484898792086,0.0664326502375065,0.0656947711393322,0.0672339702826494,0.0662151791423023,0.0671412559109796,0.0671684393644583,0.0680180282422942,0.0654636523992859,0.0651116945284945,0.0682311220186697,0.0668905075750184,0.0653719761223214,0.0651521917761353,0.0661260506030908
"gene_36",0.0666466864856622,0.0665894569045451,0.0666754178386116,0.066711283494084,0.0667076778487402,0.0666478544496858,0.0666470274823994,0.0666522520681429,0.0666870680959979,0.0666917499544635,0.0666634582091765,0.0666848418663555,0.0666472515546661,0.0666662923877448,0.0666816630733297,0.0667818774436031,0.0666584481948148,0.0666293530346684,0.0666893493333116,0.0666499379023801,0.066685810289946,0.0666868488955736,0.0667189068473771,0.0666201102635364,0.0666059139127805,0.0667268271311485,0.0666761916103875,0.0666164266086688,0.0666075548837317,0.0666464344965764
"gene_37",0.0664195889242065,0.0657261183638257,0.0667728249839876,0.0672186460331647,0.0671735795707588,0.0664338814132994,0.0664237611504698,0.0664877462209049,0.0669170438168066,0.0669751620485346,0.0666253695273946,0.0668894410349038,0.0664265030230013,0.0666602592105395,0.0668500637811276,0.0678395734129077,0.0665809800592218,0.0662904114235644,0.0668921056479923,0.0664957522152783,0.0668563403935976,0.0668668328766358,0.06719216272159,0.0661985827013597,0.0660579842715683,0.0672729789361544,0.066759308713996,0.066162048655599,0.0660742087138893,0.066460723789075
"gene_38",0.0650704865547795,0.06107304419725,0.0672784078289051,0.0702511334522354,0.0699406040994526,0.0651574476305948,0.0650958518722165,0.0654869415260479,0.0682164120316821,0.0686006797408619,0.0663416269512308,0.0680351797005928,0.0651125302966579,0.0665612879521656,0.0677780434406003,0.0728168722905645,0.0661746844849781,0.0647786167363247,0.0677234174202969,0.0657602765768404,0.0675424523939131,0.067595461978001,0.0692727577783504,0.0643471224546853,0.0636952275380251,0.0696997975536665,0.067055367568961,0.0641767176354193,0.0637699188961936,0.0655911524152029
"gene_39",0.0661476359340644,0.0647253915854877,0.0668845220864909,0.0678268227621186,0.0677309389861798,0.0661772867525132,0.0661562900960132,0.0662891575343062,0.0671878365401599,0.067310474954315,0.0665758798539669,0.0671296724328533,0.0661619780146183,0.0666487736917519,0.0670467885892671,0.075092347311987,0.0659706407313747,0.0641301305012254,0.068042790161415,0.0654216222049487,0.0677989940417392,0.0678703624341427,0.0701484496775649,0.0635664322730986,0.0627193734245409,0.0707346786264075,0.0671450002563909,0.0633444826881968,0.0628161484019095,0.0651982154775158
"gene_40",0.0662988315719427,0.0652774022513214,0.0668230922233738,0.0674886319342721,0.0674211577304826,0.0663199916915687,0.0663050081244085,0.066399778425829,0.0670379139788487,0.0671246121377551,0.0666039159585418,0.0669967631511699,0.066309067389198,0.0666557330929039,0.0669380873709039,0.0700775820490753,0.0664060672245657,0.0655941218835895,0.0672899092729276,0.0661665757212707,0.0671875354834236,0.0672175480111133,0.0681568231181826,0.0653401821419712,0.0649538171614049,0.0683927976908729,0.0669108092157193,0.0652395034892122,0.0649982521549359,0.0660684685328935
"gene_41",0.0659186851044766,0.0639089983181868,0.0669746563619905,0.0683399311146177,0.0682002333093675,0.0659609793868056,0.0659310278153975,0.0661207005210304,0.0674122781606341,0.0675897156833971,0.0665311285875964,0.0673282241049462,0.0659391407786178,0.0666357176659916,0.0672085578396226,0.0699511272820598,0.0664163150402631,0.065632727040495,0.0672685159988555,0.0661852585481911,0.0671698483498166,0.0671987754808999,0.0681036133351615,0.0653875164957812,0.0650143050591596,0.0683307935776203,0.0669030861123117,0.0652902802410799,0.0650572351424734,0.0660905896622505
"gene_42",0.0665753041225748,0.0663152830747302,0.0667064449468975,0.0668707166230366,0.0668541734971639,0.0665806273001888,0.066576858199521,0.0666006760940872,0.0667597361767645,0.0667811709241664,0.0666518076692879,0.0667495476982116,0.0665778794294144,0.0666647492234736,0.0667350039647743,0.0671111582230101,0.0666347174673823,0.0665231384339369,0.0667535258048871,0.0666020521370345,0.0667399030450637,0.0667439004997047,0.0668674617863664,0.0664877505191157,0.0664334509501158,0.0668980411844532,0.0667028988581872,0.0664736546195513,0.0664397241422779,0.066588611783418
"gene_43",0.0663532770649238,0.0654788475775203,0.0668005566595395,0.0673668808454435,0.0673095410928095,0.0663713501635175,0.0663585527032852,0.0664394817171211,0.0669835356206159,0.0670573334773207,0.0666136896792475,0.0669484979702218,0.0663620198038464,0.0666578846593871,0.0668985277849494,0.0680467352593282,0.0665653944781083,0.0662247793758793,0.0669306791563766,0.0664654338899312,0.0668886579420159,0.0669009849293396,0.0672835302091182,0.066117241509644,0.065952690429333,0.0673786601877303,0.0667746931939478,0.0660744718698462,0.0659716727600613,0.0664243632062183
"gene_44",0.0660693294678904,0.0644434802237985,0.0669157868824534,0.0680022893298651,0.0678915219655598,0.0661033352570637,0.066079254245071,0.0662316777676924,0.0672650163223362,0.0674063545012709,0.0665609107111366,0.0671980106243659,0.0660857774807795,0.0666446795823643,0.0671025577414835,0.0681680293528651,0.0665562091801476,0.0661864655240664,0.0669530945050017,0.0664476664217267,0.0669074189419498,0.0669208174229031,0.0673368272087261,0.066069798951941,0.0658913422227217,0.0674403430396296,0.0667835683341985,0.0660234076905344,0.0659119248100126,0.0664030777304583
"gene_45",0.0662901376226486,0.0652453680378849,0.066826669948217,0.0675080739038099,0.0674389767816009,0.0663117892119257,0.0662964575997421,0.0663934319936219,0.0670465774102445,0.0671353374965408,0.0666023391900943,0.0670044497971962,0.0663006111389736,0.0666553718107344,0.0669443833594316,0.067486427014341,0.066607242120746,0.066402858423783,0.0668254972805696,0.0665473486043343,0.066800438752736,0.0668077910242493,0.0670354140167115,0.0663381561573006,0.0662389876600421,0.0670918561624505,0.0667324142372219,0.0663123995616497,0.0662504376502526,0.0665227192745648
"gene_46",0.0662734318268974,0.0651839091753787,0.0668335317462097,0.0675454400294551,0.0674732204041111,0.0662960267860817,0.0662800271015193,0.0663812325998498,0.0670632136567092,0.0671559378774802,0.0665992987491121,0.067019208382111,0.066284361598485,0.0666546660241883,0.0669564689752325,0.0734198654748966,0.0661215768254817,0.0646043008665838,0.0678115094965886,0.0656705902192228,0.0676136786834644,0.0676716186392484,0.0695092387583007,0.0641365033061974,0.0634307969709875,0.0699784388783252,0.0670816810163993,0.0639519120808295,0.0635115907190254,0.065486683465286
"gene_47",0.0655817462719572,0.062748504374956,0.0671008360625664,0.0690968363173118,0.0688909209262621,0.0656421816831992,0.065599379602708,0.0658707166766144,0.0677366655476844,0.0679955282480894,0.0664601954720567,0.0676142535315083,0.0656109717008274,0.0666109258958682,0.0674402144945121,0.0735420171358046,0.0661107256425989,0.0645692031009703,0.0678290414190451,0.065652409973728,0.0676278128837426,0.0676867458896203,0.0695567481491813,0.0640941657547993,0.0633777478089926,0.0700344920720902,0.0670867769867214,0.0639067482958802,0.0634597550831228,0.0654655441827133
"gene_48",0.066637376184967,0.0665535472189845,0.0666794866838241,0.066732077402228,0.0667267891612072,0.0666390876977319,0.0666378758723591,0.0666455321366131,0.0666965668604903,0.0667034316097812,0.0666619558360616,0.0666933028210551,0.0666382042230919,0.0666661100103617,0.066688642334224,0.0668456642683432,0.0666538793968064,0.0666087283380032,0.0667018568914517,0.0666406705247398,0.066696360882354,0.0666979737667122,0.0667477712588189,0.0665943895828333,0.0665723703768499,0.0667600783767158,0.0666814250421754,0.0665886755638188,0.0665749153351015,0.0666352334104
"gene_49",0.0652789286646172,0.0617442856828572,0.0672079849291407,0.0697795775648269,0.0695123155657778,0.065355216842451,0.065301183489479,0.0656440395515012,0.068022579202528,0.0683554456265996,0.06639152125763,0.0678654191824869,0.065315815490332,0.0665832334804837,0.0676422498489986,0.0728163743149942,0.0661747320140977,0.064778766154125,0.0677233467303543,0.0657603548133388,0.0675423957991181,0.0675954012620699,0.0692725633623374,0.0643473024669366,0.063695452968427,0.0696995680752716,0.0670553485424301,0.0641769096132821,0.0637701391718229,0.0655912430714271
