"gene","SE_Intercept","SE_condition_treated_vs_control"
"gene_164",0.120689907001599,0.17066889806824
"gene_165",0.189122481008309,0.269823303717874
"gene_166",0.0901004577248121,0.12734445278397
"gene_167",0.0807908961489454,0.115063684781082
"gene_168",0.0901591951929646,0.127515984199423
"gene_169",0.127774387937714,0.177876413062844
"gene_170",0.0956227869441651,0.134412434218747
"gene_171",0.0881396367749679,0.124595982415947
"gene_172",0.121400266834651,0.172285551090109
"gene_173",0.105464052638102,0.14918877207604
"gene_174",0.0990320089217594,0.139345482881049
"gene_175",0.124447883557095,0.17611106100132
"gene_176",0.0964066729648434,0.136695681027475
"gene_177",0.075596012381656,0.10897765012899
"gene_178",0.088746134664039,0.125700310005918
"gene_179",0.143902721929692,0.201893203396452
"gene_180",0.484476597173049,0.677044917126291
"gene_181",0.183062056918628,0.261620071255167
"gene_182",0.120609997820029,0.170537768936404
"gene_183",0.374411256134517,0.518103816215471
"gene_184",0.0740426862460353,0.104755971610645
"gene_185",0.338039875431556,0.470960292777697
"gene_186",0.264726252549561,0.371971317466934
"gene_187",0.0821318197903336,0.116011126014835
"gene_188",0.403607379307358,0.561576898397657
"gene_189",0.0977735975139831,0.138411510802386
"gene_190",0.130095261730862,0.182042218062536
"gene_191",0.111470216235316,0.157797162949778
"gene_192",0.0765603521247829,0.108357777696151
"gene_193",0.224282301534795,0.319084194635943
"gene_194",0.152688333771926,0.216077204807066
"gene_195",0.419633381600718,0.603693044529566
"gene_196",0.214167834540504,0.303203178875513
"gene_197",0.0879648001777137,0.123621867419889
"gene_198",0.100257108335736,0.1418247567408
"gene_199",0.0827796155386512,0.117113245976192
"gene_200",0.104557661189537,0.14837765118548
"gene_201",0.0885283269232596,0.126819332132263
"gene_202",0.111613257190208,0.157941101199145
"gene_203",0.143246687228138,0.201884669383689
"gene_204",0.0813090782234902,0.114870695163932
"gene_205",0.0866312728665956,0.122467840412833
"gene_206",0.0944998774758224,0.134144094137673
"gene_207",0.179644300105102,0.254400631608223
"gene_208",0.120033895638308,0.168669356811045
"gene_209",0.0784993769890137,0.111063874664756
"gene_210",0.105558635778266,0.149121232847241
"gene_211",0.143722634389034,0.2031210393698
"gene_212",0.183597546048735,0.261139508990472
"gene_213",0.0782271750160345,0.110644049356866
"gene_214",0.105175578562099,0.148687286496879
"gene_215",0.103459269086092,0.145476043110634
"gene_216",0.14088668848762,0.19944392020719
"gene_217",0.235371036605814,0.333101991751597
"gene_218",0.113484895383324,0.161630631003711
"gene_219",0.361713690713895,0.510640878297107
"gene_220",0.189609435975845,0.263311976104222
"gene_221",0.0919388711055551,0.130064837294819
"gene_222",0.0852249923064028,0.120532966058303
"gene_223",0.231091266902199,0.321314820723432
"gene_224",0.0991329888777805,0.14022477288085
"gene_225",0.11936779749595,0.169138665414703
"gene_226",0.405228705642568,0.56995894760751
"gene_227",0.101779132418664,0.143529509498731
"gene_228",0.434545764130776,0.597964486219531
"gene_229",0.239195360387921,0.347394827561475
"gene_230",0.0862328227992848,0.122057078247722
"gene_231",0.129254370547378,0.182473138056363
"gene_232",0.127243625759472,0.180384474864518
"gene_233",0.368558817324843,0.511672759117764
"gene_234",0.327980002200938,0.462475651905441
"gene_235",0.0778501513454834,0.110191201466179
"gene_236",0.124226443218288,0.176597101689391
"gene_237",0.148229588244712,0.215279819301172
"gene_238",0.303207371949653,0.431860029593994
"gene_239",0.224907299463485,0.321137671032303
"gene_240",0.0899417305469819,0.127291687745705
"gene_241",0.138337888515874,0.196929628886247
"gene_242",0.0948658819418298,0.133831223263127
"gene_243",0.0952364719840901,0.134821494226991
"gene_244",0.0984443176788051,0.139432882755283
"gene_245",0.0997228241480834,0.142935944273319
"gene_246",0.282806780109625,0.399545985584146
"gene_247",0.211423235501074,0.296204522482199
"gene_248",0.0970005927778688,0.137409745909133
"gene_249",0.257893431691437,0.369793226004562
"gene_250",0.059821601897861,0.0844572560040306
"gene_251",0.140875834674252,0.201279844639393
"gene_252",0.142167309082119,0.201614825472863
"gene_253",0.176205716034766,0.249155192646008
"gene_254",0.125109205887969,0.177489807490053
"gene_255",0.0735683194939757,0.103717210631577
"gene_256",0.0898491268669559,0.127820905427246
"gene_257",0.130347100176865,0.184005733559284
"gene_258",0.0855840952366859,0.121106039320453
"gene_259",0.0833008787071291,0.117820064611352
"gene_260",0.104520650749569,0.148182685910313
"gene_261",0.0664386237435986,0.0936416831333126
"gene_262",0.10076311339777,0.144814501203847
"gene_263",0.212622844767092,0.299822364616954
"gene_264",0.184856911132674,0.265951044888564
"gene_265",0.105824260943176,0.149674474932297
"gene_266",0.081826361375139,0.115719989828726
"gene_267",0.097333288449471,0.137698371520403
"gene_268",0.109029393354283,0.154102312537943
"gene_269",0.090218366670964,0.127644749882271
"gene_270",0.105531232954074,0.149867902475528
"gene_271",0.103104574771427,0.145870375142849
"gene_272",0.10927436907361,0.156376958012016
"gene_273",0.21396758940888,0.308459248325762
"gene_274",0.0809055830014399,0.114440718694393
"gene_275",0.0938732074545794,0.132819953037302
"gene_276",0.118146581723853,0.16364610493097
"gene_277",0.0771758035793306,0.109122393339225
"gene_278",0.15862563707649,0.227168879199068
"gene_279",0.0797930567694973,0.112880128365936
"gene_280",0.1602694242246,0.231456913466394
"gene_281",0.453261590479977,0.707931764770195
"gene_282",0.0989262817094128,0.139929842302522
"gene_283",0.10677315245975,0.15106106038845
"gene_284",0.160235910570992,0.229519864112531
"gene_285",0.325373238710431,0.454243061245987
"gene_286",0.348716137816414,0.493767229907194
"gene_287",0.134024611001111,0.189845318796875
"gene_288",0.434811303438532,0.614468117552814
"gene_289",0.200611411484877,0.287156062915746
"gene_290",0.12303938435189,0.176220590373523
"gene_291",0.0852709442713075,0.120788378867013
"gene_292",0.170838711798466,0.241780384902244
"gene_293",0.116866217754795,0.16548096343612
"gene_294",0.0901655395391545,0.127216195262188
"gene_295",0.0749959892003069,0.106055613791585
"gene_296",0.23166355530755,0.32973668140222
"gene_297",0.306800483812723,0.439796968542279
"gene_298",0.37430046829779,0.550173855655104
"gene_299",0.0804786929353173,0.113787953914774
"gene_300",0.12323583020266,0.173683221975027
"gene_301",0.0727521745823837,0.105836386357645
"gene_302",0.11054683169286,0.155332973064406
"gene_303",0.0981536718415358,0.139090187978503
"gene_304",0.098372896226463,0.14072982627753
"gene_305",0.100143630288189,0.140351083625419
"gene_306",0.14106114933032,0.196946821124641
"gene_307",0.0815032893478547,0.115276492782338
"gene_308",0.149331002369499,0.209974364234555
"gene_309",0.081568282574521,0.115446217515843
"gene_310",0.115174309220832,0.163259647025239
"gene_311",0.0829334258394158,0.117306360867934
"gene_312",0.0805009580531011,0.11406665282813
"gene_313",0.148031934919925,0.209012772326221
"gene_314",0.116018680387407,0.164547530527347
"gene_315",0.104574692537383,0.148523471711519
"gene_316",0.40326635126226,0.557349048768669
"gene_317",0.103769031602668,0.146746191166838
"gene_318",0.094292819263723,0.13338089269792
"gene_319",0.18668093169251,0.263989971951168
"gene_320",0.109368661280892,0.15498130561444
"gene_321",0.0990544264076391,0.140637380971029
"gene_322",0.238332243604711,0.338477643202462
"gene_323",0.091661103117186,0.129669084506459
"gene_324",0.146846678255875,0.207808743668721
"gene_325",0.104118733561208,0.147142156375842
"gene_326",0.102206474347487,0.144661655133869
"gene_327",0.229261434179552,0.327941553909128
"gene_328",0.257357589804703,0.370141931740743
"gene_329",0.119457549465356,0.167696752472128
"gene_330",0.0980490439223464,0.138803373235304
"gene_331",0.109531150156291,0.154952004678823
"gene_332",0.0891059350160322,0.125958458728553
"gene_333",0.102184019144467,0.144861556021615
"gene_334",0.0841922610255226,0.119082703248982
"gene_335",0.311775920520578,0.439183599574862
"gene_336",0.0972354404128973,0.137633068211521
"gene_337",0.136210743060808,0.192635807158815
"gene_338",0.158500905081349,0.225605772627927
"gene_339",0.109149197211695,0.154203186384364
"gene_340",0.490343368524795,0.698029032152076
"gene_341",0.111268612867046,0.158549191802722
"gene_342",0.126892246116049,0.179828396569055
"gene_343",0.146945822386681,0.21135768692235
"gene_344",0.14918658227105,0.218456789393166
"gene_345",0.0934182589785608,0.132061083206089
"gene_346",0.312650689757086,0.447355831537373
"gene_347",0.118962656043364,0.169513205948045
"gene_348",0.399501051318423,0.560178178724185
"gene_349",0.186141757282684,0.264053434934453
"gene_350",0.121168751187848,0.173287259587871
"gene_351",0.0794735522757645,0.112268666448563
"gene_352",0.197161062083205,0.277954162460127
"gene_353",0.195674780005864,0.276762799248357
"gene_354",0.369003527702953,0.516245767726235
"gene_355",0.117346552076851,0.16599321712491
"gene_356",0.0864664575443121,0.122464136889492
"gene_357",0.256344292218405,0.358066676924435
"gene_358",0.141919244993091,0.201648099261978
"gene_359",0.0811872643870459,0.114801755039817
"gene_360",0.186374141900872,0.272048852192618
"gene_361",0.0991792688467434,0.140571250370442
"gene_362",0.102377141685854,0.144341923521971
"gene_363",0.285620531211469,0.403521592127752
"gene_364",0.0817729392448227,0.115726948614483
"gene_365",0.0894445271591803,0.126404761239759
"gene_366",0.14544170286397,0.207822575050244
"gene_367",0.21185549534123,0.301847413236782
"gene_368",0.131791077182411,0.18303823596281
"gene_369",0.104792075926103,0.148220080531491
"gene_370",0.168744465623428,0.239926376163296
"gene_371",0.443077128258111,0.61131349766682
"gene_372",0.123151176114466,0.185495488508853
"gene_373",0.081168211387632,0.11762263751587
"gene_374",0.261573372206305,0.371033600772404
"gene_375",0.125395695360507,0.178061254262341
"gene_376",0.266041257586419,0.374660800004918
"gene_377",0.103289494030636,0.148714592804482
"gene_378",0.111395186477692,0.157718511970265
"gene_379",0.114818160613516,0.16261838109217
"gene_380",0.196234171357376,0.277703549142029
"gene_381",0.187415233721704,0.265289360758841
"gene_382",0.0844879859783941,0.119733359531038
"gene_383",0.100293243351058,0.144046804988232
"gene_384",0.118877777585738,0.168756349076652
"gene_385",0.485676418742683,0.67793455044004
"gene_386",0.309200158439729,0.437534254208016
"gene_387",0.0911940432166533,0.129012412558179
"gene_388",0.131169894657802,0.186948397599917
"gene_389",0.264232675336147,0.428855222789181
"gene_390",0.121483206492759,0.178485985895531
"gene_391",0.135644256888434,0.192887821050251
"gene_392",0.159615142979962,0.224724430068535
"gene_393",0.0982668227471528,0.139298052304437
"gene_394",0.0716229673920933,0.101282220952399
"gene_395",0.0964537646871046,0.136236444248722
"gene_396",0.0723630819330591,0.10236712937707
"gene_397",0.122170053143476,0.178724232055576
"gene_398",0.0922829602347408,0.130650503053118
"gene_399",0.258221489375962,0.396697249545128
"gene_400",0.142772769337527,0.202910426172279
"gene_401",0.0729329551060658,0.10317435965177
"gene_402",0.121372002303649,0.172057754412937
"gene_403",0.148652178804016,0.211196980913707
"gene_404",0.15761269757417,0.221612856294996
"gene_405",0.0893573958117405,0.126308510836499
"gene_406",0.0889270390262233,0.125798982986241
"gene_407",0.0879153559245939,0.123952088702895
"gene_408",0.135079241862548,0.189439125084457
"gene_409",0.0923311294882092,0.130590072020705
"gene_410",0.182039270551376,0.260206393004049
"gene_411",0.0947015519381136,0.133970753499435
"gene_412",0.120240948136597,0.170509911698594
"gene_413",0.253457683203942,0.350667726791941
"gene_414",0.104996735578947,0.149340540465878
"gene_415",0.347034146147873,0.479500816184729
"gene_416",0.13353261043614,0.188752566595681
"gene_417",0.117506790461444,0.169095063886034
"gene_418",0.138252010346662,0.203090279602096
"gene_419",0.447705043928679,0.676773295586508
"gene_420",0.155296846507186,0.220919709319114
"gene_421",0.341736481946558,0.477349777064533
"gene_422",0.0871004631075297,0.123176985114511
"gene_423",0.408899709675045,0.586803946858669
"gene_424",0.346231637887657,0.472380902299774
"gene_425",0.109209829860913,0.154461557497068
"gene_426",0.0872923040639172,0.123571831132834
"gene_427",0.114162780812061,0.166163671320592
"gene_428",0.119427007855084,0.169137739637074
"gene_429",0.0867173790393969,0.125229844432131
"gene_430",0.0908129221829966,0.128478008437894
"gene_431",0.287637395536814,0.411979122044803
"gene_432",0.083788196133935,0.118446436756913
"gene_433",0.111486712541133,0.157635005907323
"gene_434",0.132006367039688,0.187439290398445
"gene_435",0.0666148819794982,0.0945730789696826
"gene_436",0.095601806048498,0.135255706608044
"gene_437",0.0772722854511051,0.109308746571109
"gene_438",0.154457403482962,0.218362618279762
"gene_439",0.0944991182629205,0.133523907809857
"gene_440",0.0843106641945058,0.119279754147864
"gene_441",0.143225780500702,0.203287748983357
"gene_442",0.0867377927941198,0.12260687518309
"gene_443",0.101873100212041,0.15227635428585
"gene_444",0.0977924619166156,0.13856700901704
"gene_445",0.0849933573108794,0.120414813656325
"gene_446",0.0947960795808816,0.133623568954072
"gene_447",0.170201703197624,0.243920141136423
"gene_448",0.125672309004652,0.178201595484253
"gene_449",0.0836580357115634,0.118304169058731
"gene_450",0.125061799829223,0.176685666110699
"gene_451",0.114680301244833,0.164414133837041
"gene_452",0.0935214395103812,0.132322016847953
"gene_453",0.0869314130828248,0.122947391116882
"gene_454",0.131361313097106,0.180178773668223
"gene_455",0.239637698232215,0.34145623266594
"gene_456",0.0942151610416367,0.133319742476191
"gene_457",0.1145310007671,0.161731246579175
"gene_458",0.105953903997032,0.149693588691386
"gene_459",0.140098266818525,0.197610942338457
"gene_460",0.381840446618708,0.542912839937899
"gene_461",0.10936466014579,0.155294315963337
"gene_462",0.0906525239142639,0.128207621881412
"gene_463",0.325657081084184,0.460444940586483
"gene_464",0.186998054886609,0.255515354432438
"gene_465",0.336341303715483,0.48511261591326
"gene_466",0.142744236239725,0.20294037517269
"gene_467",0.0928771477160276,0.131599690327975
"gene_468",0.144152296986132,0.207134412864893
"gene_469",0.119755822750889,0.169517587599584
"gene_470",0.258833053372681,0.370213386324455
"gene_471",0.0985898525448213,0.140391664551138
"gene_472",0.0908047952737617,0.128506515883242
"gene_473",0.084700111788875,0.119791153197036
"gene_474",0.0989128102483308,0.139846975235957
"gene_475",0.211245299244691,0.302665884324242
"gene_476",0.146429827467739,0.207250604572353
"gene_477",0.0955077976240919,0.135083544479633
"gene_478",0.111324639888516,0.15801344302944
"gene_479",0.111210634105745,0.15719564827565
"gene_480",0.336258150678321,0.455729180778287
"gene_481",0.132409462684447,0.184318382472566
"gene_482",0.236634463184505,0.337291328122772
"gene_483",0.208247547132542,0.326743187666672
"gene_484",0.179017420355885,0.253130837293817
"gene_485",0.127405914450317,0.194076323380974
"gene_486",0.114348185382705,0.162119985558188
"gene_487",0.104391070759805,0.147882700158141
"gene_488",0.174853100767362,0.263768546893918
"gene_489",0.205495888974787,0.290422103678102
"gene_490",0.0887031078053531,0.12546396084704
"gene_491",0.0646412069571111,0.091593321783142
"gene_492",0.0886234738044402,0.125309877501462
"gene_493",0.0787440151028693,0.111346075752713
"gene_494",0.189480992795378,0.266320540398193
"gene_495",0.0916301005518445,0.129602635280341
"gene_496",0.0829499897359183,0.117328571067465
"gene_497",0.105172913775968,0.148590305120957
"gene_498",0.0939971559535901,0.132263316322246
"gene_499",0.103344257909143,0.146249574553068
