"gene","SE_Intercept","SE_condition_treated_vs_control"
"gene_72",0.0609806352980176,0.0864586472244956
"gene_73",0.125887023939682,0.17888059714192
"gene_74",0.0640959304532444,0.0904374973366337
"gene_75",0.168594560156987,0.241379021191963
"gene_76",0.0842126310249864,0.118387213530618
"gene_77",0.103927885701283,0.146999704609892
"gene_78",0.0763374154113349,0.107930164074994
"gene_79",0.0795477698073823,0.113759675699128
"gene_80",0.106271859947128,0.150022142543766
"gene_81",0.063573226422104,0.0897761553567997
"gene_82",0.0659214689551902,0.0933348256201742
"gene_83",0.064326470166449,0.091031180153273
"gene_84",0.062908632567669,0.0889914540200072
"gene_85",0.0691961773683924,0.0980540533633549
"gene_86",0.0925894867559617,0.130941761297908
"gene_87",0.0595190576974582,0.0840801917009767
"gene_88",0.0535548169307685,0.0756885536889424
"gene_89",0.109833236413249,0.154968995325008
"gene_90",0.128920615396785,0.182304824149731
"gene_91",0.0597364029119656,0.0843353008838944
"gene_92",0.0620920264949313,0.0888515449141792
"gene_93",0.106847973908907,0.1500427168667
"gene_94",0.0623502844650841,0.0881917164999754
"gene_95",0.074385792447441,0.105102480468673
"gene_96",0.0638070312789741,0.0901922856360492
"gene_97",0.0762366662838362,0.108235080374105
"gene_98",0.28405607068284,0.404714618748157
"gene_99",0.0648459946304397,0.0917004083089235
"gene_100",0.0598369169177035,0.0845806111398253
"gene_101",0.133846702804789,0.188910556542546
"gene_102",0.154643054397335,0.217739803135619
"gene_103",0.0703698327103851,0.0998413859918457
"gene_104",0.0946894592786803,0.133565730309121
"gene_105",0.0746425032696276,0.105373967812778
"gene_106",0.0984369500294062,0.137095038960292
"gene_107",0.228233455845828,0.323212430149917
"gene_108",0.0612272857800256,0.0866078355865226
"gene_109",0.0761807647594211,0.107592342823443
"gene_110",0.0649882569282099,0.0917641185953793
"gene_111",0.0530654740516937,0.0750190198953888
"gene_112",0.0563374447802456,0.0793106091890472
"gene_113",0.0603151631050187,0.0853343906090452
"gene_114",0.224829357329033,0.314414933752044
"gene_115",0.0684860101785902,0.0967358727007547
"gene_116",0.0585974346192813,0.082875639350417
"gene_117",0.0898543531958182,0.127170450243499
"gene_118",0.143673451846401,0.202368010981345
"gene_119",0.067867514606641,0.0959458318976105
"gene_120",0.0627870720271829,0.0887924729092519
"gene_121",0.0543646701874332,0.0768356329679531
"gene_122",0.0651777297289041,0.0921044583697729
"gene_123",0.0921413050854924,0.130850015311354
"gene_124",0.0717653613697637,0.101475508140261
"gene_125",0.106399817325083,0.14884398702939
"gene_126",0.0576526867107578,0.081526364173774
"gene_127",0.0671293889735635,0.0949673086223579
"gene_128",0.0559963750122299,0.0792770500688166
"gene_129",0.0595900394808463,0.0842764114579201
"gene_130",0.073147920696849,0.103322927094609
"gene_131",0.0567016277446738,0.0801422830620308
"gene_132",0.0762518373278674,0.107926326004907
"gene_133",0.0935017260749337,0.132848176855109
"gene_134",0.312203740764659,0.442423031456359
"gene_135",0.121835588803299,0.173200633606123
"gene_136",0.0811999726834654,0.1150507344087
"gene_137",0.0637975338380043,0.0901989964256276
"gene_138",0.26810117117542,0.381929888435766
"gene_139",0.157959531340208,0.223010252815416
"gene_140",0.0658946478724896,0.0931228778063722
"gene_141",0.0654306852354642,0.0923946317515939
"gene_142",0.063636088434155,0.0904743545563769
"gene_143",0.125438995035427,0.179883441709887
"gene_144",0.0555811199214384,0.078637104637883
"gene_145",0.215893398393512,0.299505926139339
"gene_146",0.0782652912895372,0.111470967328952
"gene_147",0.0722111256640455,0.102093516196063
"gene_148",0.150092913512565,0.211788493847866
"gene_149",0.0576877856033007,0.0814657273177135
"gene_150",0.154499210120287,0.218133214306997
"gene_151",0.0755221121866958,0.106420969876996
"gene_152",0.200357795941202,0.280607822294761
"gene_153",0.0609746924845329,0.0863143485656306
"gene_154",0.132785696427868,0.187331554440763
"gene_155",0.0540904068168974,0.0764941255695576
"gene_156",0.109992314201456,0.156053779390954
"gene_157",0.101683291351342,0.143030182363137
"gene_158",0.0659413674439169,0.0931732015523725
"gene_159",0.071365948901453,0.100915765407023
"gene_160",0.101442986704053,0.14305859400655
"gene_161",0.0618852409036958,0.0874854809165724
"gene_162",0.147028278337767,0.207496174390345
"gene_163",0.0797620312765315,0.113338620532187
"gene_164",0.0831638690529795,0.117120589849085
"gene_165",0.0601441845957238,0.0850522427071213
"gene_166",0.0617343335996706,0.0873130373012017
"gene_167",0.0659581618612383,0.0932824126527707
"gene_168",0.0618864844000701,0.0875352930918484
"gene_169",0.142183377892753,0.19992903230059
"gene_170",0.147117617940096,0.207253273323769
"gene_171",0.0853040928256487,0.121076704491553
"gene_172",0.0566463920523685,0.080078945891902
"gene_173",0.133146891964286,0.18747863775516
"gene_174",0.06268994264803,0.0886472136782848
"gene_175",0.0760287374551224,0.106971260120069
"gene_176",0.095632340708743,0.146680396065034
"gene_177",0.0840722892313016,0.118863147777604
"gene_178",0.0715313404243662,0.101477822045041
"gene_179",0.065676179313515,0.0928172169208177
"gene_180",0.0619468111107148,0.0876127142347457
"gene_181",0.0625380855089057,0.0882612849778122
"gene_182",0.0627237261104833,0.0886175638127799
"gene_183",0.0762015706237526,0.107790328682533
"gene_184",0.192206140859342,0.271973447880769
"gene_185",0.0625869265304006,0.0886558509352082
"gene_186",0.0613550855373924,0.0870200784338321
"gene_187",0.0749344044550824,0.106167895544308
"gene_188",0.098808361706956,0.137911991353685
"gene_189",0.0656084481479701,0.0927231392453692
"gene_190",0.191618095299039,0.274591167372175
"gene_191",0.0578189493109719,0.0817671919531651
"gene_192",0.110651977522532,0.157267132539575
"gene_193",0.156709493480553,0.22087931803116
"gene_194",0.0593514112490693,0.0839391266631485
"gene_195",0.0983037557153828,0.138893779066945
"gene_196",0.137124196585987,0.195024851184066
"gene_197",0.132486187596504,0.18888750666435
"gene_198",0.0598146098150731,0.0845429000944554
"gene_199",0.0622076425453626,0.0876714326819706
"gene_200",0.164612116507526,0.23224928446503
"gene_201",0.162054845702219,0.230384605301853
"gene_202",0.0637583776395676,0.0901900887546356
"gene_203",0.117437884402063,0.16627301113772
"gene_204",0.119884313883111,0.167270418867544
"gene_205",0.0806442197768358,0.113038537979629
"gene_206",0.307061976501957,0.437940132788398
"gene_207",0.214780529602387,0.305986687034954
"gene_208",0.0710617049867151,0.10064152969823
"gene_209",0.277719665007319,0.390932037431225
"gene_210",0.0826927948498889,0.116663776003583
"gene_211",0.0999818857350992,0.140945281580362
"gene_212",0.0624126819441359,0.0882127707164104
"gene_213",0.115770204416161,0.161555803219332
"gene_214",0.149641445455796,0.209621800893326
"gene_215",0.100293218273774,0.141576102011211
"gene_216",0.0770726725398964,0.108810400714744
"gene_217",0.113776767969424,0.161057590272859
"gene_218",0.0719536955854802,0.101805746098555
"gene_219",0.0693037257384067,0.0982382048402897
"gene_220",0.0743639061132365,0.104677131906537
"gene_221",0.0627604067670718,0.0888647295591889
"gene_222",0.053820770470564,0.0761314713109471
"gene_223",0.175257753043404,0.247948403010045
"gene_224",0.131094011029521,0.185189270484402
"gene_225",0.170652312785138,0.239534756987603
"gene_226",0.0614593312370307,0.0869625812586268
"gene_227",0.0769655090484981,0.108567284266399
"gene_228",0.177584014735138,0.25073864761449
"gene_229",0.0944574979081721,0.134185360196608
"gene_230",0.0665091727828862,0.094019056372183
"gene_231",0.119099761419576,0.167837704459323
"gene_232",0.111744113902647,0.157740050624129
"gene_233",0.165983451031885,0.235903401515723
"gene_234",0.120110772221946,0.169142206196627
"gene_235",0.059836321438661,0.0845831487176786
"gene_236",0.264423248307584,0.368923691512454
"gene_237",0.073529100777009,0.104141670986068
"gene_238",0.107905502608285,0.153907364163947
"gene_239",0.0654818907772031,0.092558172668489
"gene_240",0.0702854233538169,0.099334470792638
"gene_241",0.0602119779241069,0.0836181545823313
"gene_242",0.0650299435444464,0.0919638083331035
"gene_243",0.153943535923463,0.217851427465434
"gene_244",0.0644079459479593,0.0909599462003678
"gene_245",0.0646055410113671,0.0911947559166539
"gene_246",0.26779499335447,0.384521268364703
"gene_247",0.0623171334087496,0.0881302495508104
"gene_248",0.0615301679006266,0.0869668841443449
"gene_249",0.0646743738421298,0.0914383766531964
"gene_250",0.0683810924325912,0.0967534256031046
"gene_251",0.166348557091091,0.230969485832158
"gene_252",0.0727448318307804,0.102585619000842
"gene_253",0.0992604972661386,0.137772600336654
"gene_254",0.204578697115577,0.290652919501075
"gene_255",0.164662145649711,0.232064244614907
"gene_256",0.175423165533508,0.249355302159029
"gene_257",0.274645230442211,0.393743021997572
"gene_258",0.0615345394399452,0.0870227369547402
"gene_259",0.0688198284440325,0.0974229946035782
"gene_260",0.245836042270917,0.343560406127837
"gene_261",0.0642140698886423,0.0908195837630518
"gene_262",0.0589511830578989,0.0832642035295651
"gene_263",0.142622527602035,0.210551032232076
"gene_264",0.119500188051079,0.167165903909675
"gene_265",0.104589393829688,0.148827479688011
"gene_266",0.060624841613051,0.0857363623874496
"gene_267",0.0742285778251067,0.104648699351147
"gene_268",0.113787396331694,0.161068309152664
"gene_269",0.0582393798912249,0.0823648973825989
"gene_270",0.0642678568452962,0.0909209296822467
"gene_271",0.115798614960422,0.163063716351971
"gene_272",0.104404480897034,0.14616621382664
"gene_273",0.210797949410432,0.29704157000778
"gene_274",0.078764726291088,0.111423057023105
"gene_275",0.106528465391047,0.149705463736191
"gene_276",0.0918407707627682,0.129266187882462
"gene_277",0.110258072494303,0.154842275563776
"gene_278",0.0584389030469804,0.0825856602388169
"gene_279",0.0623125669806456,0.0881354171896754
"gene_280",0.053559890935871,0.0757417257157045
"gene_281",0.0617197358918174,0.087485850541283
"gene_282",0.139347381141655,0.199645851396317
"gene_283",0.0737493659886215,0.104980502321394
"gene_284",0.11865332241883,0.167652567870799
"gene_285",0.120499167629707,0.168217878515829
"gene_286",0.107987091125243,0.152942998578656
"gene_287",0.0620187293480365,0.0876894199190162
"gene_288",0.0764608351827457,0.107990936836055
"gene_289",0.0586568591866272,0.0829645929059855
"gene_290",0.0772893197617522,0.108835793174641
"gene_291",0.076301764744801,0.107788747834834
"gene_292",0.279952569508543,0.403612700686317
"gene_293",0.0808125755795544,0.114461712893674
"gene_294",0.0861572037980677,0.1212775145093
"gene_295",0.181563378558032,0.254281981840346
"gene_296",0.0664837451023228,0.0964656394950842
"gene_297",0.0577028708325995,0.0816013449780151
"gene_298",0.236936766347073,0.333013257552641
"gene_299",0.08373605159806,0.116390936920077
"gene_300",0.117277237336891,0.166415156446058
"gene_301",0.108989819956962,0.154546254655119
"gene_302",0.110373397015119,0.155751711724972
"gene_303",0.180964838392673,0.253192112803496
"gene_304",0.0637816502074087,0.0899913309370129
"gene_305",0.0948068503829279,0.134164610142171
"gene_306",0.0615492539189226,0.0872087124147651
"gene_307",0.0806427629946041,0.114559228934221
"gene_308",0.110625721839518,0.156536859225431
"gene_309",0.068378611957793,0.0964166175476726
"gene_310",0.0458641211335022,0.064838597011354
"gene_311",0.278674672662897,0.388027674471697
"gene_312",0.0595509731507914,0.0842131912569621
"gene_313",0.308323735123808,0.423591781945161
"gene_314",0.108840741924999,0.153612438544257
"gene_315",0.0732892106333696,0.103460042674233
"gene_316",0.0829457002022032,0.117076246244417
"gene_317",0.291286997227513,0.411400426287802
"gene_318",0.193911949661113,0.268346043494182
"gene_319",0.0917851313314342,0.129786588229933
"gene_320",0.0707909643276082,0.100249120426853
"gene_321",0.10380071469742,0.148005181870062
"gene_322",0.0647710828338568,0.0916177205890983
"gene_323",0.0667592108531671,0.094578860467646
"gene_324",0.297526903096839,0.421927092363783
"gene_325",0.131136301219489,0.184290446014019
"gene_326",0.0713595783017954,0.100830299944199
"gene_327",0.0673014822329068,0.0951136170343377
"gene_328",0.070469213540231,0.0997753181667826
"gene_329",0.0675897761903736,0.0946775493206158
"gene_330",0.0523807118991574,0.0740409372380051
"gene_331",0.0928900220079822,0.131622420110501
"gene_332",0.0599406956924879,0.0847587490892422
"gene_333",0.0552383513207527,0.0821482821880866
"gene_334",0.067765121078523,0.0961833036522276
"gene_335",0.160649420235661,0.227251533771295
"gene_336",0.0871723029161577,0.123289555157642
"gene_337",0.0577442348739263,0.0816333162021579
"gene_338",0.116062764070759,0.165002315433808
"gene_339",0.0895241811981876,0.126987833034786
"gene_340",0.284879869802953,0.398659607282008
"gene_341",0.109145120142904,0.154976765530473
"gene_342",0.19328417687716,0.264852835535718
"gene_343",0.0510082809225093,0.0720550386912319
"gene_344",0.0537629493218789,0.0760335950575684
"gene_345",0.0693355272106803,0.0977765639781176
"gene_346",0.0772649939066335,0.109208760238636
"gene_347",0.186163065105456,0.261858801143879
"gene_348",0.0572206765149156,0.0808511131202966
"gene_349",0.0913135319889826,0.128809663659775
"gene_350",0.110491882774933,0.156708940054095
"gene_351",0.0721483865883213,0.101838231133362
"gene_352",0.0650174306226854,0.09194935155515
"gene_353",0.0627391321993268,0.088732569408554
"gene_354",0.15833643068975,0.224819793291995
"gene_355",0.0879060004227183,0.124071474143428
"gene_356",0.0557186913199173,0.0788249143934264
"gene_357",0.271436196087865,0.389241335928733
"gene_358",0.06827794285018,0.0962020481680043
"gene_359",0.0632712267090935,0.0894902715734051
"gene_360",0.0672672099009538,0.0947619833673419
"gene_361",0.0798746917356175,0.112599299363552
"gene_362",0.0686829646981309,0.0972090093876988
"gene_363",0.0573535414420597,0.0810539496297225
"gene_364",0.0800057910690663,0.112289390816464
"gene_365",0.0664863183563925,0.0944618032575774
"gene_366",0.0566704191441927,0.0802277026568003
"gene_367",0.0603400811361394,0.0853245451568806
"gene_368",0.0852595188838495,0.118886150059827
"gene_369",0.0575996731610918,0.0814420085135603
"gene_370",0.13139298754484,0.185249684030883
"gene_371",0.0760089957493802,0.107367362450342
"gene_372",0.0648864383385537,0.0915650441368121
"gene_373",0.0684019060473794,0.0967643328628581
"gene_374",0.0567274425671665,0.080399339953913
"gene_375",0.0697984093911795,0.0988780450808909
"gene_376",0.060870711362008,0.0860840968023648
"gene_377",0.0713095849878409,0.10067272659728
"gene_378",0.0636111580779488,0.0899052765892336
"gene_379",0.0695210965487638,0.0983347000139584
"gene_380",0.0628661272613959,0.0888925653218321
"gene_381",0.0594564717164128,0.0840725736341429
"gene_382",0.0635129961276058,0.0897397942427521
"gene_383",0.115738453783144,0.162748987476884
"gene_384",0.129180781939825,0.184773499810299
"gene_385",0.0588780349785318,0.0831862290087257
"gene_386",0.100717005996878,0.142301591783473
"gene_387",0.227280449675488,0.315790144118273
"gene_388",0.0991289650153664,0.140818208642607
"gene_389",0.0592026313966417,0.0836764121637904
"gene_390",0.0699279120915074,0.0993483353556235
"gene_391",0.0661680831467338,0.093575273566658
"gene_392",0.0921456759101819,0.130359079554008
"gene_393",0.100396441485045,0.14241535914366
"gene_394",0.0512878306380872,0.0725211627989138
"gene_395",0.297464544378885,0.426661468961541
"gene_396",0.0619642396141332,0.0876267671491487
"gene_397",0.144304295169337,0.203488686016846
"gene_398",0.0930000722325545,0.130192719000841
"gene_399",0.0647251982422435,0.0914445222311896
"gene_400",0.327727464609104,0.460192142325899
"gene_401",0.10149861583773,0.143357465659902
"gene_402",0.0913815759820857,0.129292357268411
"gene_403",0.29125977014981,0.413028751554819
"gene_404",0.0639301380060995,0.0900661175161586
"gene_405",0.133387743183704,0.189047781647478
"gene_406",0.0675357932634333,0.0958197877188111
"gene_407",0.10752377546753,0.151658539689823
"gene_408",0.0566824450009281,0.0801098270352788
"gene_409",0.0671554846203759,0.095174427101165
"gene_410",0.066270140891935,0.0933642383479523
"gene_411",0.148950412570576,0.208050061280838
"gene_412",0.0725297164297766,0.102483529361982
"gene_413",0.140531920946423,0.197426162513922
"gene_414",0.0640547626079338,0.090574891391947
"gene_415",0.133167470128319,0.187263628322917
"gene_416",0.0888690440192653,0.126539876129672
"gene_417",0.0710326412091986,0.100284516652171
"gene_418",0.115236431803654,0.163078779554032
"gene_419",0.0563353137119133,0.0796375665164846
"gene_420",0.195546970314349,0.277145399420043
"gene_421",0.137040964014274,0.191074842567011
"gene_422",0.0656312922694241,0.0928355512643285
"gene_423",0.0751448829844081,0.106647204125495
"gene_424",0.0650005348883143,0.0918378919390961
"gene_425",0.0755670891724466,0.106432482954034
"gene_426",0.0983563634567903,0.144471019724993
"gene_427",0.0646178405091373,0.0911346581229346
"gene_428",0.0967990445437931,0.137147670831074
"gene_429",0.0672401677115748,0.0950087413751239
"gene_430",0.290681218466079,0.421911250396168
"gene_431",0.109460998802211,0.154637880094507
"gene_432",0.320161424438457,0.46612050763453
"gene_433",0.130954447603106,0.185147550155531
"gene_434",0.0758165448389923,0.106948351866871
"gene_435",0.101238400426121,0.144138325780508
"gene_436",0.0996308282695584,0.140789446089812
"gene_437",0.103819930818656,0.147000687277918
"gene_438",0.101727645276053,0.143026853243029
"gene_439",0.0623493700367214,0.0883186641983532
"gene_440",0.0586253987281949,0.0828590480368959
"gene_441",0.116354157526827,0.165638484165687
"gene_442",0.0594952411733329,0.0841362079629478
"gene_443",0.0692672690321218,0.0979014081447688
"gene_444",0.0684473812462545,0.0968018391764352
"gene_445",0.0627028276502024,0.0884939814228132
"gene_446",0.0649632203447484,0.0917436666469827
"gene_447",0.101035470111281,0.144062477684426
"gene_448",0.0671578031009602,0.0949033283932762
"gene_449",0.062630432112346,0.0885782766287339
"gene_450",0.0672446865668667,0.0950853954585585
"gene_451",0.0665560545561059,0.0940088855871773
"gene_452",0.0788652594901141,0.111652841155219
"gene_453",0.083333775809209,0.117778091332242
"gene_454",0.175054406733465,0.247493425215451
"gene_455",0.0945915281956718,0.134363682399952
"gene_456",0.143658418585744,0.202478071544021
"gene_457",0.128102449232622,0.180706485266709
"gene_458",0.339317348756306,0.476812899732229
"gene_459",0.0532772515958627,0.075345052256256
"gene_460",0.057728611997827,0.0816146751502847
"gene_461",0.0933455789726413,0.133021452254576
"gene_462",0.19536961300861,0.274440121518217
"gene_463",0.0619547369194096,0.0876644838809025
"gene_464",0.0814036694778074,0.115663301640835
"gene_465",0.085373400079442,0.121309291014544
"gene_466",0.0585309006320965,0.0830248148048712
"gene_467",0.0611217311109019,0.0864503889666448
"gene_468",0.14267283715103,0.202584692523181
"gene_469",0.0826628939758798,0.117078839983957
"gene_470",0.0996854750430296,0.141279484122768
"gene_471",0.257653131087133,0.356512402869815
"gene_472",0.100147743326178,0.142348960246209
"gene_473",0.220247005862295,0.306788534912597
"gene_474",0.0607130169798837,0.0857646652921138
"gene_475",0.113235853501517,0.159335942217033
"gene_476",0.088808235307279,0.125686775145334
"gene_477",0.0604618211018526,0.0855235419162711
"gene_478",0.0760446285840121,0.107104824604751
"gene_479",0.110289079751045,0.17076554494025
"gene_480",0.0760823164364725,0.107440987071852
"gene_481",0.090658263056207,0.128024705835485
"gene_482",0.0788151728636624,0.111427377250925
"gene_483",0.0950406710656853,0.134153805945266
"gene_484",0.0756519029779872,0.107011794650252
"gene_485",0.0853091623166922,0.120546646316677
"gene_486",0.0613054571923667,0.0866711273053572
"gene_487",0.0778532752921091,0.110024866973629
"gene_488",0.0534658456854376,0.0756637030462487
"gene_489",0.13734255836073,0.193590492994646
"gene_490",0.0619710619065917,0.0876624486885837
"gene_491",0.117842748001008,0.169151843511908
"gene_492",0.150652122973282,0.21124665678025
"gene_493",0.051906062384445,0.0734441475072323
"gene_494",0.0606832262301007,0.085760400152778
"gene_495",0.158041892107697,0.221436268321053
"gene_496",0.0730174849390866,0.102803275421715
"gene_497",0.104378568551439,0.147856414303724
"gene_498",0.115691771796175,0.161475519005347
"gene_499",0.060959602012877,0.0862208615113266
"gene_500",0.0709680264357504,0.100065413600014
"gene_501",0.0645030473244656,0.0912222665963886
"gene_502",0.152812746264309,0.220304736640439
"gene_503",0.0596189605777391,0.0842914352211492
"gene_504",0.0597370881255855,0.0845143979161299
"gene_505",0.0549756764812403,0.0776655293024414
"gene_506",0.198936936326275,0.280191528560774
"gene_507",0.109775318389094,0.154537307016035
"gene_508",0.0834396423334771,0.118474607414767
"gene_509",0.136828123366278,0.193980638239812
"gene_510",0.0796640722656154,0.112803318457437
"gene_511",0.0618447812740831,0.0874942284561705
"gene_512",0.0885853520651886,0.124830826272093
"gene_513",0.17312955397414,0.244714302359007
"gene_514",0.0670191085380506,0.0951925105689731
"gene_515",0.0884500007229093,0.125366470578104
"gene_516",0.0796991147399221,0.112518590341842
"gene_517",0.0569969230405388,0.080624838423483
"gene_518",0.0740729663149207,0.105270316973854
"gene_519",0.0764971606642137,0.108101977131443
"gene_520",0.0767261086008389,0.108919361359238
"gene_521",0.154378246572325,0.219802830197107
"gene_522",0.062130188876189,0.0880859399582808
"gene_523",0.0781991482499635,0.110453113614125
"gene_524",0.0547542931952294,0.0773925162178847
"gene_525",0.223798331466838,0.314713688209844
"gene_526",0.0593916420446601,0.0839758655183803
"gene_527",0.269123883353956,0.379838800045169
"gene_528",0.0807510891500487,0.11420355209779
"gene_529",0.14984131789144,0.212972704323341
"gene_530",0.0681050021419767,0.0961491735362317
"gene_531",0.065132825301364,0.0921725374724836
"gene_532",0.315063530693245,0.439747424271633
"gene_533",0.121691327296258,0.171208609549391
"gene_534",0.284610820711174,0.386865099153406
"gene_535",0.0517552682759421,0.0729157812168013
"gene_536",0.0711267298391728,0.100568179882093
"gene_537",0.0669684212046945,0.0947167835079892
"gene_538",0.0954968457529091,0.134972808051001
"gene_539",0.0509361073813122,0.0720312602173561
"gene_540",0.0564821026056493,0.0798494650601705
"gene_541",0.0591621423351729,0.0841153049586805
"gene_542",0.0779877755550392,0.110371640704121
"gene_543",0.0863865229346616,0.122068897490597
"gene_544",0.0924974328919344,0.130665551589586
"gene_545",0.0535427000495795,0.0764538793830866
"gene_546",0.0596113927411398,0.0841913786178016
"gene_547",0.116715512377831,0.165143983441214
"gene_548",0.171818961309594,0.243910129327569
"gene_549",0.1707665337094,0.23852599228272
"gene_550",0.256127582665102,0.360012088658201
"gene_551",0.271157008900315,0.391141031932273
"gene_552",0.0976527448007967,0.137415276367743
"gene_553",0.116348914105902,0.164142013171653
"gene_554",0.106733074656911,0.15026889809818
"gene_555",0.0575871420748321,0.0814300283200324
"gene_556",0.0620988889960099,0.0878805791062759
"gene_557",0.103665539584208,0.146305633789389
"gene_558",0.120241135466561,0.181395231916546
"gene_559",0.103492192697194,0.146017585968231
"gene_560",0.291215732482607,0.414758108753824
"gene_561",0.09142562932994,0.128785730943689
"gene_562",0.0830659945201761,0.117259673635607
"gene_563",0.0803613517111599,0.113425023089363
"gene_564",0.0959952657336992,0.135585624183511
"gene_565",0.0903810567598694,0.127776882993592
"gene_566",0.0776199381292069,0.109608686653359
"gene_567",0.063490924734573,0.0897938830024385
"gene_568",0.0576937254056734,0.0815941338829993
"gene_569",0.067145868458779,0.0949110990144212
"gene_570",0.124146129501527,0.175434612897263
"gene_571",0.0677631352469217,0.0976431777901945
"gene_572",0.15665195596252,0.226383413766515
"gene_573",0.0657324442610069,0.0929601967670515
"gene_574",0.173704650043039,0.243353679695419
"gene_575",0.27136648068494,0.386640837408119
"gene_576",0.083133688587986,0.117237293687949
"gene_577",0.0920002034661092,0.129355567951401
"gene_578",0.180114468886003,0.253575871030585
"gene_579",0.0754957312505973,0.106464203226381
"gene_580",0.0625085786986686,0.0883497637995644
"gene_581",0.0927084833560696,0.131077398646371
"gene_582",0.0706144569498629,0.0995883453902354
"gene_583",0.12295493375522,0.174437871478395
"gene_584",0.058730669797584,0.083052800953237
"gene_585",0.222871277977004,0.313273155023514
"gene_586",0.0859993073886998,0.121616065101487
"gene_587",0.145228986590855,0.206826543428236
"gene_588",0.112637734132895,0.159242222318473
"gene_589",0.124145498510665,0.173211570067799
"gene_590",0.0719696167145442,0.101730285263124
"gene_591",0.129797788729798,0.184504431406081
"gene_592",0.123445057562034,0.174694905495388
"gene_593",0.220984953210816,0.315296073112878
"gene_594",0.0633623607945082,0.0895244371743451
"gene_595",0.229963375518184,0.324096801680818
"gene_596",0.0586488908173826,0.0829444039071745
"gene_597",0.0749621234257482,0.106002474419622
"gene_598",0.0628390150298523,0.0885491689421786
"gene_599",0.0879272660202787,0.125338302601567
"gene_600",0.0568732639912976,0.0804342434078356
"gene_601",0.065523210631499,0.0929217455158093
"gene_602",0.0705809995783867,0.0995574588411009
"gene_603",0.268169573960153,0.381460571222612
"gene_604",0.234726253521028,0.333197588001522
"gene_605",0.0954474836564655,0.135145014245295
"gene_606",0.0695181605930581,0.0984055765619197
"gene_607",0.150443856065439,0.213571396291377
