"gene","Intercept","condition_treated_vs_control"
"gene_52",6.88677168952993,0.131098853995222
"gene_53",2.24181062908661,-0.120783664533694
"gene_54",7.27139427925411,0.259552547935265
"gene_55",8.28276688419371,0.0825669378705687
"gene_56",2.85931500112649,-1.21437107653529
"gene_57",5.48758395358956,-0.214577877438611
"gene_58",7.24471682333826,0.341631557139515
"gene_59",10.3674999105156,0.193484332758246
"gene_60",6.56461763941052,0.488763702230098
"gene_61",6.17816747420639,0.940399905922749
"gene_62",6.47026432545126,-0.0896979737136308
"gene_63",6.61450180896204,-0.0212742350725092
"gene_64",9.13683972143777,0.141632738811584
"gene_65",8.73514968404332,-0.365621358912464
"gene_66",6.16253252411172,0.0589333075453192
"gene_67",4.46944910530382,0.526623702317481
"gene_68",5.81212167248289,0.451827069864275
"gene_69",2.20559356238909,-0.0688762889982377
"gene_70",6.89050800088704,0.192409613099105
"gene_71",9.28511666333542,-0.0474010349341014
"gene_72",8.29360041546139,-0.292994133019306
"gene_73",5.09966706596223,-0.268490115430548
"gene_74",8.30472690778239,0.197412256754931
"gene_75",4.13425040385202,-0.506954789870643
"gene_76",6.71448269655868,0.346316812678994
"gene_77",5.61949408062001,-0.0764756156644537
"gene_78",9.10019708663981,-0.000996080114629852
"gene_79",7.88519766151744,-1.03714381428965
"gene_80",5.90484021970144,0.0334520622468672
"gene_81",8.56319580811743,0.123988574336027
"gene_82",7.57806403952616,-0.14561256111489
"gene_83",9.33280015620524,-0.204886509892675
"gene_84",10.8162719513886,-0.224251229396984
"gene_85",8.03308450151427,-0.260764585387432
"gene_86",6.7254371422259,-0.0692177216641576
"gene_87",9.99628016371922,0.298406141013284
"gene_88",9.96680597049008,0.0929093654125352
"gene_89",4.91395553267822,0.000620142073205308
"gene_90",5.53304894043564,-0.0634083487909505
"gene_91",9.79699547371988,0.460822972804997
"gene_92",8.51722325001493,-1.03538164055348
"gene_93",5.24231366234341,0.203343947251065
"gene_94",9.88310718674922,-0.118676302240941
"gene_95",8.93561417389629,0.146055886092734
"gene_96",11.2811647114617,0.409654394154713
"gene_97",7.04612419318612,-0.295994419731215
"gene_98",2.70736824209398,-0.362087843015999
"gene_99",8.31073529404577,-0.0619223231743498
"gene_100",10.570611986413,0.167994586584066
"gene_101",5.03308279717586,0.0296908375548611
"gene_102",4.29643052217352,0.109740883806283
"gene_103",8.22685453653508,-0.417425382636058
"gene_104",5.90188418734826,0.0484756997630753
"gene_105",7.48382721661086,0.0827383389560005
"gene_106",5.84244516291011,0.86315479461524
"gene_107",3.374592609958,-0.128970277998124
"gene_108",11.7991216081109,-0.293199779562118
"gene_109",7.68832766866146,0.0677251663674601
"gene_110",8.86585992519786,0.206322992934431
"gene_111",10.60627701835,0.0659714851604515
"gene_112",8.7212214049433,0.539979474550637
"gene_113",8.89062826982172,-0.126662390121904
"gene_114",2.82827744849652,0.300786641421216
"gene_115",8.95699774882524,0.183837886953731
"gene_116",12.2450575371378,-0.168631283357444
"gene_117",7.79485771792746,-0.176417580889556
"gene_118",4.66254099479574,0.113715577848623
"gene_119",9.42305821749945,0.0240575573229089
"gene_120",10.8182734593681,-0.0560328584858768
"gene_121",10.8352796044822,0.233721164328922
"gene_122",8.4065154045091,0.024661443572797
"gene_123",6.44789032923753,-0.302579841405572
"gene_124",8.06746550608095,-0.0507254244532473
"gene_125",5.10354683723914,0.323299350447426
"gene_126",11.6204408400983,0.00525699104303157
"gene_127",8.68157517878344,-0.118592840894729
"gene_128",10.4225060061632,-0.407298276296499
"gene_129",10.7827076240642,-0.088459585264201
"gene_130",6.8857818983621,-0.00588137008543392
"gene_131",9.0199964643176,0.0116387630749227
"gene_132",7.37926859553926,-0.133516415902292
"gene_133",6.51356410513507,-0.346499624158344
"gene_134",3.00421934426918,-0.19423620541309
"gene_135",5.46856046639928,-0.326836349611219
"gene_136",7.16042726104819,-0.207762880698162
"gene_137",10.3366169759908,0.0523541381801945
"gene_138",2.83719815777391,-0.350598553656283
"gene_139",4.31829307774405,0.00122857889018953
"gene_140",9.87874635319928,0.190262616209607
"gene_141",9.5060447381861,0.371483258228345
"gene_142",8.06817242660566,-0.479319160493295
"gene_143",5.21886988911382,-0.625982888973746
"gene_144",10.5979377600793,-0.225845824780715
"gene_145",3.23075684884549,0.843916691185919
"gene_146",7.15110997760722,-0.504892532808104
"gene_147",9.27321782085554,0.00682808818538252
"gene_148",4.55412896747956,0.0309405275959616
"gene_149",8.33561611201641,0.0630993822314713
"gene_150",4.4598942717735,0.00357328723747778
"gene_151",7.58438857274411,0.293702376204096
"gene_152",4.08268970400952,0.600711498631378
"gene_153",9.73931344530796,-0.298820213501257
"gene_154",5.10603383671046,0.0566601915321065
"gene_155",11.0206049803062,-0.0600350375296079
"gene_156",5.47196534215454,-0.205178926609044
"gene_157",5.6700355203367,0.182341727058822
"gene_158",11.1585524530468,0.911988946076251
"gene_159",12.1323665617805,0.14903286026214
"gene_160",6.1426818044374,0.108537365981385
"gene_161",9.79088414611985,0.0414910985660894
"gene_162",5.26086171970208,0.0795255118199857
"gene_163",7.00056334242245,-0.357293584091811
"gene_164",7.17384853783097,0.318853513605961
"gene_165",11.9330963101001,-0.00617094300282968
"gene_166",11.3247049297511,-0.135061742536363
"gene_167",12.2309240612541,-0.130413086286819
"gene_168",10.6433668272711,-0.149120876819567
"gene_169",4.41434701476471,0.147462485855943
"gene_170",4.11855891018923,0.0542017213804138
"gene_171",6.41594518547801,-0.24390517596164
"gene_172",10.9148980298627,0.142717579125246
"gene_173",4.89000348611247,0.13105148485521
"gene_174",12.297863337515,0.121035556547077
"gene_175",6.91159276435229,0.25521069381196
"gene_176",6.09449957625085,-2.12295244273566
"gene_177",6.94455753588423,-0.0490727026559442
"gene_178",8.05278096480772,-0.38104866866578
"gene_179",11.484505680311,0.854766635125449
"gene_180",10.0372177527317,-0.0931930780574122
"gene_181",8.76555945546044,0.247579336321955
"gene_182",9.90913017527458,0.271677536147468
"gene_183",7.92643986022938,-0.0952214063661836
"gene_184",3.65183741526472,-0.0910285559644209
"gene_185",9.17137454736285,-0.342075055113207
"gene_186",9.62052430632864,-0.639032476833803
"gene_187",8.62271736220802,-0.36733920044513
"gene_188",5.80207453860536,0.67043996034536
"gene_189",9.59264569599391,0.122460875656117
"gene_190",3.81558227115408,-0.548928501026262
"gene_191",12.2409949431893,-0.0494799291790714
"gene_192",5.36047612356409,-0.262945131205449
"gene_193",4.4283675571901,0.0831460427318955
"gene_194",11.8721845846803,-0.113017382165411
"gene_195",5.95956361517202,-0.0229994624484105
"gene_196",4.72811645931504,-0.285874797867291
"gene_197",4.50645852408167,-0.31590260195496
"gene_198",10.406063566348,0.17419784942562
"gene_199",8.3314196276418,0.332930116029266
"gene_200",4.18719803417349,0.0288304028284817
"gene_201",4.0048084119236,-0.241917448594164
"gene_202",9.65444377284967,-0.132453842302734
"gene_203",5.6669853981819,-0.133723544869576
"gene_204",4.98292403787172,0.538529162388738
"gene_205",6.80262460070935,0.581249215837811
"gene_206",2.55538195099159,-0.413313028312446
"gene_207",3.08766332537874,-0.291202390813598
"gene_208",8.21947779315882,-0.236156662281508
"gene_209",2.32769004697494,0.0855240257170009
"gene_210",7.2626509187505,0.153855517240163
"gene_211",6.14144781650008,0.12743001532781
"gene_212",11.0946698789156,0.413354925457546
"gene_213",4.98086164092349,0.479834664156722
"gene_214",5.23678624199943,0.795463517160875
"gene_215",6.62175545158428,0.087602081427717
"gene_216",7.88197663216408,0.141962859287474
"gene_217",4.77662252143956,-0.0976884002640644
"gene_218",9.66894830212275,-0.221463975774336
"gene_219",7.97720408066591,-0.282476345032728
"gene_220",7.1681849476915,0.269905214437969
"gene_221",9.8296379278109,-0.386672398551667
"gene_222",10.3740435970386,-0.138261595989589
"gene_223",4.35129261899258,-0.0892053508813478
"gene_224",5.28416155540147,-0.00709608725978414
"gene_225",4.09389088173159,0.271574483236541
"gene_226",8.77993731047065,-0.138560004383753
"gene_227",7.62718267542004,0.1990416281869
"gene_228",3.92650595154605,-0.00509979607169561
"gene_229",6.67845727708999,-0.372679170757349
"gene_230",8.47568434623651,-0.0141214953878487
"gene_231",5.39627186548268,0.1144803030585
"gene_232",5.49184131136992,0.0176153021236666
"gene_233",3.66042148363471,-0.206627656545574
"gene_234",5.26829934061747,0.137584435088475
"gene_235",9.52418710661071,0.0320309957642101
"gene_236",2.49086848204507,0.442270474950812
"gene_237",8.50342759739682,-0.290660361746478
"gene_238",5.28685596685496,-0.359792629723378
"gene_239",10.1870131903949,0.155878738529452
"gene_240",7.80622571525817,-0.0093043937442786
"gene_241",7.7532315953622,2.18899372642845
"gene_242",8.17094448170336,-0.0661227013202586
"gene_243",4.19218791639368,-0.0929376413534214
"gene_244",9.23500673487363,0.24693191719019
"gene_245",9.16163064863182,0.352556594723712
"gene_246",2.54043475656118,-0.521489307751133
"gene_247",12.145278437557,-0.0764758784161021
"gene_248",10.3251830908245,0.178704112750655
"gene_249",9.84094745515354,0.0197954568696379
"gene_250",8.69181571472538,-0.14474490415604
"gene_251",3.43026898116659,0.458958020472459
"gene_252",8.32565702068416,0.388190675756151
"gene_253",6.24284871672862,2.09158201461581
"gene_254",3.50491902460604,-0.239813165472923
"gene_255",4.0364022097785,0.0618944089796223
"gene_256",3.828973213169,-0.243423583795372
"gene_257",2.19088764076055,-0.417633458310751
"gene_258",12.2496514035374,-0.0639319908789809
"gene_259",9.16306428792286,-0.274000619426529
"gene_260",2.78076071346959,0.398978164783017
"gene_261",10.1340842127209,-0.0978042273640361
"gene_262",9.2033467302176,0.159761933362031
"gene_263",4.86544573773306,-1.40160197871189
"gene_264",5.28012737297101,0.529964693943318
"gene_265",5.91597495979746,-0.371634138051342
"gene_266",11.4057303102308,-0.067122550662994
"gene_267",7.96366225841258,0.330408506398184
"gene_268",5.41789963479632,-0.110847034079993
"gene_269",11.6191898518081,-0.0888760084869843
"gene_270",12.201862160037,-0.545649898703629
"gene_271",5.69816455427222,0.197197652349004
"gene_272",5.20852186849063,0.306308824771674
"gene_273",2.90844464365475,0.0318595178445144
"gene_274",6.99857398897447,-0.0881471187902641
"gene_275",5.47110139967101,0.216135024166023
"gene_276",6.43319181138154,0.245173943832892
"gene_277",5.66668359382624,0.333102321786434
"gene_278",10.1116623919245,0.172051336551518
"gene_279",12.2514039542134,-0.266307279423999
"gene_280",12.2757607183403,-0.0152062270589876
"gene_281",9.39522509291919,-0.484595405408566
"gene_282",4.7455661453985,-0.545546668384966
"gene_283",7.03290877187383,-0.409422889597143
"gene_284",5.57827167440678,-0.0196246885672776
"gene_285",5.14415629589504,0.604254576408007
"gene_286",6.07512191737458,-0.161492946738854
"gene_287",12.342909260135,0.319144027923311
"gene_288",7.65467432158621,0.0624891598454398
"gene_289",12.3141981501304,-0.25002491363609
"gene_290",7.2941325475969,0.302392059092508
"gene_291",6.8610485678836,-0.00719422316307456
"gene_292",1.93364822565826,-0.489071708782709
"gene_293",7.58253873553863,-0.217946189274552
"gene_294",6.63041318785106,0.241621231587573
"gene_295",3.90287012692876,0.384980254701405
"gene_296",8.59891420099859,-1.90088284936452
"gene_297",12.304163359815,-0.0196462035717899
"gene_298",3.51634479759914,0.296899043012422
"gene_299",5.89646269257141,0.676260843557464
"gene_300",5.32018158800021,-0.214513728613988
"gene_301",6.06735262310898,-0.233663303296788
"gene_302",5.4637875340588,0.0297582254188082
"gene_303",3.59301864684271,0.323881703844076
"gene_304",8.93641004925217,0.368881866448215
"gene_305",5.80815395540357,-0.096340261171542
"gene_306",8.7721892918638,-0.304689827034915
"gene_307",7.13376069067512,-0.371936875719249
"gene_308",5.07777570164821,-0.0889973072167374
"gene_309",7.45407263137586,0.143545495772231
"gene_310",10.2229659895298,0.00640228708453527
"gene_311",2.04175796590052,0.401937116238491
"gene_312",12.2343769154307,0.0099972835249838
"gene_313",1.82056807499791,1.04364814345092
"gene_314",5.84280433642375,0.0480533803319168
"gene_315",7.48758397569526,0.0803121452432705
"gene_316",7.1868929438127,0.0987322788273991
"gene_317",2.23834000485336,-0.0260319895341761
"gene_318",3.12747877877869,0.661388081746348
"gene_319",6.41523753371216,-0.0613553583701031
"gene_320",8.19869477327587,-0.22305925612678
"gene_321",5.77845189009398,-0.423526179570654
"gene_322",10.2737230814717,-0.147270568528244
"gene_323",9.28375044640007,-0.422523349973759
"gene_324",2.34620870027204,-0.168492976261694
"gene_325",4.52138921512727,0.149033616496087
"gene_326",8.61802568789217,0.0802170682347775
"gene_327",7.56044508009163,-0.0203946150868321
"gene_328",7.59359863351998,-0.158123525355171
"gene_329",6.781209290391,0.385054110937403
"gene_330",11.3677178870622,0.257540005542441
"gene_331",5.77552115072437,-0.143543191332995
"gene_332",12.2406269244917,0.113098152392643
"gene_333",8.50011529757146,-2.18323535647966
"gene_334",7.80685488493811,-0.347096860066606
"gene_335",4.13511811215303,-0.0793910152329894
"gene_336",6.12634781263519,-0.0728139655027984
"gene_337",12.0294054579963,0.411613755605975
"gene_338",5.76503659337731,-0.355832328929427
"gene_339",6.61522402052661,-0.251300377128904
"gene_340",2.94935255398992,0.599158044811554
"gene_341",5.67081474150397,-0.257624158570323
"gene_342",2.97722805835959,0.967795566486985
"gene_343",10.1356369454034,0.230197486163833
"gene_344",10.8366908308346,-0.0756088969614326
"gene_345",7.89493327268748,0.224448921928814
"gene_346",7.24390066026576,-0.0274299737257686
"gene_347",3.66102471169537,0.137504338734331
"gene_348",12.2142390221894,2.06327549250094
"gene_349",6.67965010496307,0.119776193356341
"gene_350",5.15705240876371,-0.169532878769134
"gene_351",8.63238341379933,0.295576298177249
"gene_352",12.2381391650988,-0.082878847917713
"gene_353",7.86073926574779,-0.0740387679687676
"gene_354",4.27898316934543,-0.222034158099116
"gene_355",6.37629123159912,0.0388126682430912
"gene_356",12.2278610084029,-0.430874537586675
"gene_357",2.63175092247958,-0.52075441149576
"gene_358",7.85526304578126,0.300782913531736
"gene_359",10.6678155702589,-0.133411873023683
"gene_360",8.45812069178319,0.547941920400138
"gene_361",7.05154959091657,0.170479564493507
"gene_362",8.78096960494777,-0.196303784336745
"gene_363",10.2883492953274,0.184956352635379
"gene_364",6.76349376005946,0.439925967772264
"gene_365",7.51452214750421,-0.347952792121481
"gene_366",12.3028457482936,-1.0364576200232
"gene_367",12.1583398854652,0.0862152762013309
"gene_368",6.44864612862644,0.933577925582265
"gene_369",10.1894259184143,-0.00396999081207755
"gene_370",4.20364420499939,0.0119415900558455
"gene_371",7.77239611645041,0.0571134532321038
"gene_372",8.15253149257386,0.159639187177597
"gene_373",10.4209791388297,-0.219091334928799
"gene_374",11.1753464840722,-1.00638150898704
"gene_375",8.23197002086102,-0.259496420549543
"gene_376",12.2441271456069,-0.0666272483146232
"gene_377",8.15808197309694,0.152203734047779
"gene_378",9.37415390388756,0.0706976945309686
"gene_379",8.29306117017721,-0.0899008460844463
"gene_380",10.5831976674189,0.00918602906483964
"gene_381",12.2305033431086,0.136112527266125
"gene_382",9.91945555236237,0.252369020501003
"gene_383",5.10018115908464,0.161595334122546
"gene_384",4.35253497245452,-0.36130228785207
"gene_385",8.41383981972947,0.0269977909121509
"gene_386",6.0184675648962,-0.0177792098158596
"gene_387",2.58600120333357,0.459593728814407
"gene_388",6.12299312934652,-0.301778915966248
"gene_389",9.28064301064295,0.0389724379420216
"gene_390",7.39238312625969,-0.350283048862057
"gene_391",9.60775095906811,-0.0667597771662129
"gene_392",7.60458973747288,-0.114861647070136
"gene_393",5.68527931651652,-0.194197570730586
"gene_394",10.4156517303873,-0.0241027928401242
"gene_395",2.34442177515456,-0.520887992447715
"gene_396",12.1980923025701,-0.00119994844702964
"gene_397",5.16406780184403,0.118546218386288
"gene_398",6.49167949352442,0.776825418635679
"gene_399",8.83671001702358,0.0953067499767506
"gene_400",2.08257353730711,0.221537545949482
"gene_401",5.23792597663426,-0.0286117913969506
"gene_402",6.12663677566341,-0.0912064727400303
"gene_403",2.16460329737626,-0.153232949907089
"gene_404",8.02615581353731,0.307671251097079
"gene_405",5.01833762800442,-0.168626105733675
"gene_406",7.68076526052788,-0.298466553861887
"gene_407",5.28445084797975,0.0317045822842862
"gene_408",9.8064919267771,0.0899727434931098
"gene_409",8.02275280278572,-0.259930662411265
"gene_410",8.02995317400806,0.339310694224001
"gene_411",4.36925368229874,0.4858409374086
"gene_412",8.74509968080373,0.100766085952086
"gene_413",4.53950815427891,0.20343381915467
"gene_414",9.24934563421948,-0.0406688595420591
"gene_415",4.89665060449056,0.197785768298468
"gene_416",5.96492089816504,-0.324144415649964
"gene_417",8.11514540288917,0.139803495832296
"gene_418",5.46221410476703,-0.101426492288883
"gene_419",9.99886742851792,0.0442514404226038
"gene_420",3.2239155407493,-0.132704784892797
"gene_421",4.7494392635614,0.671041164277267
"gene_422",8.04371384192364,-0.0875782834028441
"gene_423",7.97095579975244,-0.430047691683433
"gene_424",8.7290246642396,0.0765358865143189
"gene_425",6.88879061628795,0.175867285658223
"gene_426",5.8597548987413,-1.24740505719075
"gene_427",8.39805595788026,0.283758881109713
"gene_428",6.19172853196472,-0.169552653527514
"gene_429",9.14378783342431,0.126663220117382
"gene_430",2.75956987353341,-0.972683326433532
"gene_431",5.65033704648028,-0.0163717016874101
"gene_432",2.5615549318917,-1.0919135764888
"gene_433",5.1819376129339,-0.0554876610822343
"gene_434",6.79556172118469,0.0700017399941834
"gene_435",6.28693683660717,-0.455948538496682
"gene_436",6.26268240261906,-0.0196554869686852
"gene_437",5.78347418840337,-0.127004490725637
"gene_438",5.6409356307066,0.200103423829935
"gene_439",9.23708905363744,-0.350429938553234
"gene_440",8.92187963122848,0.0155263708889809
"gene_441",5.23997583784611,-0.324668491244614
"gene_442",11.3925302158828,-0.0424369673238037
"gene_443",9.87139022855466,0.163598052487789
"gene_444",11.9898608499656,-0.10960940098199
"gene_445",8.60231789363649,0.211586659846037
"gene_446",9.01745771431459,0.204623919106395
"gene_447",5.99845570513696,-0.455397755123053
"gene_448",7.6317600475968,-0.0122991645234136
"gene_449",11.358165563288,-0.119068293857861
"gene_450",8.54153099238021,-0.0497122188615174
"gene_451",8.09066741001852,0.0577367928145455
"gene_452",8.51979069889223,-0.256978017089946
"gene_453",6.22495823647339,-0.042668956410184
"gene_454",3.88829331502299,-0.0590390630567169
"gene_455",7.03560888904973,-0.441348401196954
"gene_456",4.77749950733454,0.096071007435036
"gene_457",5.01607387473198,0.0448284773474247
"gene_458",1.95814281096001,0.184468455380983
"gene_459",12.2454248285218,-0.0627838227404306
"gene_460",11.5341378911487,0.213004495830482
"gene_461",6.12974454174418,-0.410507761791921
"gene_462",3.29570364980434,0.152438637877564
"gene_463",10.6879541168736,-0.322754500775695
"gene_464",6.73633081092446,-0.31909310669785
"gene_465",6.56788279652624,-0.316456543859644
"gene_466",8.96964481119205,-0.44001345389152
"gene_467",11.368286166437,-0.168900250003695
"gene_468",4.88148103670615,-0.255960304621295
"gene_469",7.37404040530107,-0.201969723964957
"gene_470",6.6951343707464,-0.239534081646298
"gene_471",1.97423837493489,0.482011411723547
"gene_472",6.23611048568157,-0.35416046539794
"gene_473",2.95585224697428,0.486828954154306
"gene_474",8.15659027219567,0.0311422565619454
"gene_475",5.70039136749534,0.233860727958088
"gene_476",6.84346124523534,-0.122822798484768
"gene_477",12.3109774453598,-0.350338328561646
"gene_478",7.54903657410187,0.34548322805599
"gene_479",5.2393840639239,-1.92455493648376
"gene_480",7.21068097766236,0.0361597580065252
"gene_481",6.08807211194226,-0.00160288137928615
"gene_482",9.49174409141651,0.0478006025146522
"gene_483",7.00174757794364,0.121880075008017
"gene_484",7.52979445234072,-0.0879928346416179
"gene_485",8.22831116511883,0.0850815151261416
"gene_486",10.9908322966754,0.147508289104769
"gene_487",6.76074557580686,-0.031469655338499
"gene_488",10.1089100441846,-0.23411854171964
"gene_489",5.10620737356416,0.117788037398933
"gene_490",11.0010888821646,-0.221702856302178
"gene_491",5.31445276784029,-0.630309298016199
"gene_492",4.26651955259528,0.270386440892626
"gene_493",12.1099994377349,-0.498135985485095
"gene_494",10.2735141136929,0.210808133433379
"gene_495",4.18741856416677,0.323436900176697
"gene_496",7.87245577027088,0.474378195375634
"gene_497",5.85093546902111,-0.151804022444522
"gene_498",4.72852177839491,0.369164640870573
"gene_499",10.7169356503888,-0.13163888498084
"gene_500",8.27906287491534,0.371474102680531
"gene_501",9.25640169093077,-0.0710974086372922
"gene_502",4.64580325128668,-0.794155208911105
"gene_503",10.8578542925183,0.082884626934838
"gene_504",10.5573020272497,-0.231881140622104
"gene_505",10.5446143045149,0.382232078320219
"gene_506",3.4034516589001,0.0775287610208023
"gene_507",5.63458785934721,0.173350183918731
"gene_508",7.49324562556499,-0.43116608500053
"gene_509",4.5136839393965,-0.154030886021807
"gene_510",7.00860279499974,-0.150668443845682
"gene_511",11.2057946600508,-0.318668283466436
"gene_512",6.02908187956112,0.088850526853318
"gene_513",4.16040278385331,-0.0463705879326348
"gene_514",8.14482944749823,-0.463499581308535
"gene_515",6.65505817077514,-0.206639919099732
"gene_516",7.16870168947615,0.0649592314178696
"gene_517",10.5059828202563,-0.156369723283345
"gene_518",7.42464940937469,-0.406646052156391
"gene_519",7.45814914865836,-0.00419124847116256
"gene_520",8.35170833011596,-0.56864668292795
"gene_521",4.2494588041836,-0.303155801556953
"gene_522",8.28503479294019,-0.297118615733779
"gene_523",8.22867074866935,0.130128085690892
"gene_524",9.58126712518358,0.0362495140731364
"gene_525",2.93934280954163,0.11959057722953
"gene_526",12.1123123930654,0.208058037781748
"gene_527",1.95138896199006,-0.0237928498727749
"gene_528",7.4461599892095,-0.0722600344859578
"gene_529",4.824597583756,-0.310845521763024
"gene_530",8.15963228395944,0.13087980926887
"gene_531",10.1008890075144,-0.299498728051525
"gene_532",1.64223898276386,0.305755337675978
"gene_533",5.30622692893204,0.202042099463858
"gene_534",1.64812293325648,1.0880005631086
"gene_535",8.34278257753406,0.228608015241438
"gene_536",8.40583681736702,-0.0401469834854345
"gene_537",9.78300574917594,-0.0990332376300828
"gene_538",5.9595609025617,-0.041564753294656
"gene_539",12.2410498995987,-0.0208994839163728
"gene_540",10.6432243445156,0.087052394397285
"gene_541",8.13506706792619,-0.446621521734631
"gene_542",7.40229733636836,-0.128860848208521
"gene_543",6.74563281866477,-0.0143574248191893
"gene_544",6.36854703864499,-0.00330461488771843
"gene_545",10.6909661979612,-1.91946739917585
"gene_546",9.03292378158162,0.148430984025346
"gene_547",5.08248316512862,-0.0887498226602434
"gene_548",4.04694937462742,-0.214434675301845
"gene_549",3.53030078638964,0.316651606369925
"gene_550",3.34792264674688,0.308397977118618
"gene_551",2.27753013679944,-0.567392890985916
"gene_552",6.43920375315819,0.313073392851261
"gene_553",5.136733117908,0.0285929318497604
"gene_554",5.57435060520468,0.144037701576033
"gene_555",11.4873793434421,0.0353391306266931
"gene_556",10.8662193878543,-0.419255354955089
"gene_557",5.78602627182546,0.0334370645787384
"gene_558",5.43782157210758,-1.86432736789713
"gene_559",5.85420540867175,0.0545272898443361
"gene_560",2.44036928331059,-0.316373523642001
"gene_561",6.90028183908298,0.294302026755291
"gene_562",6.939362840279,0.0625597785444317
"gene_563",7.01502081665127,0.0716532702119178
"gene_564",6.64609433766112,0.0300681094469469
"gene_565",6.49723098772369,-0.0495226128610119
"gene_566",8.11969453831345,0.149428598458793
"gene_567",9.42800933139717,-0.0788285767705159
"gene_568",12.1931441605892,-0.112349253591212
"gene_569",10.9361457676697,0.345771126417053
"gene_570",5.0118435629314,-0.0380052793278713
"gene_571",9.17587402505177,-2.02159807735048
"gene_572",4.99005822437046,-1.05510178523072
"gene_573",9.40130017157739,-0.0696055926738837
"gene_574",3.97409466517697,0.348304056068788
"gene_575",2.36886163517386,-0.287894746897713
"gene_576",6.59169422169645,0.0933301401935043
"gene_577",6.51653202172574,0.352523650028643
"gene_578",3.84313466265492,0.112732441722368
"gene_579",8.08186258411835,0.341691453686256
"gene_580",9.22300258304107,0.0451685340505692
"gene_581",6.20229434899498,-0.0565186028653132
"gene_582",7.69646688886486,0.185264846782619
"gene_583",5.30036044093569,-0.217303306493982
"gene_584",12.1093550964048,0.00714806873486619
"gene_585",2.75569548718615,0.107517072556302
"gene_586",6.58031352763202,-0.0666523935561893
"gene_587",4.31645813994343,-0.294914999802809
"gene_588",6.47339421478939,-0.038644779097502
"gene_589",4.74531970298325,0.473243661604581
"gene_590",8.55945839603569,0.0122280093262696
"gene_591",4.85245178359861,-0.262108017841702
"gene_592",4.89923400697517,-0.0946345845913755
"gene_593",3.26707817203795,-0.378926140582043
"gene_594",8.57095696890839,0.0524001286658021
"gene_595",2.8745077010423,0.0440999340839589
"gene_596",12.2611557230405,-0.106540652650161
"gene_597",7.89551282681465,-0.0583649442276974
"gene_598",7.71819199804554,0.197640595726751
"gene_599",6.52859067737911,-0.474476492357268
"gene_600",12.2572785130161,-0.120147010531608
"gene_601",8.12858662845943,-0.319468766864464
"gene_602",7.98910865426755,0.227855269768109
"gene_603",2.55849156311703,-0.260492697280036
"gene_604",2.87762553704263,-0.189935165674161
"gene_605",5.28233791641296,-0.10478638683826
"gene_606",7.638831122444,-0.140898099795769
"gene_607",4.44296321879881,-0.216467417256469
"gene_608",4.81952025819629,-0.232102950693287
"gene_609",2.42019900339631,0.726625157812015
"gene_610",8.15827918569349,0.00605412949931261
"gene_611",5.75599172915751,0.406520677771826
