"gene","SE_Intercept","SE_x"
"gene_161",0.0446749545941286,0.0490548855074994
"gene_162",0.130842819069451,0.143665514311207
"gene_163",0.0595526793800044,0.0653399690926879
"gene_164",0.0732562346785215,0.0806330309904429
"gene_165",0.0427504905031769,0.0469064385022082
"gene_166",0.0469723540069309,0.0516197273314146
"gene_167",0.223155658745479,0.244793979827019
"gene_168",0.0374408468095253,0.0410775935041922
"gene_169",0.075592140839881,0.0829684427351275
"gene_170",0.134806330831432,0.156205084883288
"gene_171",0.199835686791595,0.21937070688868
"gene_172",0.0564158202490347,0.0619076489848905
"gene_173",0.179639806185474,0.197169285839781
"gene_174",0.0824051377489118,0.0905897532260023
"gene_175",0.110773363153905,0.121994609761457
"gene_176",0.0505413029263086,0.0554682878584486
"gene_177",0.0542788908475615,0.0595798530509515
"gene_178",0.0600872584767457,0.0661461410210574
"gene_179",0.0444702716485694,0.0487892653983984
"gene_180",0.105786306592599,0.116169116020793
"gene_181",0.0588158410060333,0.0646108758169981
"gene_182",0.0488783647177794,0.0536581946323434
"gene_183",0.0796020298708365,0.0873284296082474
"gene_184",0.047376349493561,0.0519747627728774
"gene_185",0.045236512390096,0.0496351586909618
"gene_186",0.0725403724423471,0.0797617171920465
"gene_187",0.0829862338863531,0.0912328256192364
"gene_188",0.0667290430737164,0.0732369870604923
"gene_189",0.0431556939324027,0.0475375973435892
"gene_190",0.0616676339381203,0.0677550926934299
"gene_191",0.164912456713367,0.18218577848972
"gene_192",0.0744218082416601,0.0817427066440426
"gene_193",0.0652314643724148,0.0716633336496009
"gene_194",0.0995080494728981,0.10916326522835
"gene_195",0.0769150610778628,0.0844292804892868
"gene_196",0.0755123452818567,0.0830553507262086
"gene_197",0.0406058849573393,0.0445642725813155
"gene_198",0.0602263266051383,0.0662597047771413
"gene_199",0.0422521347769516,0.0463646101595747
"gene_200",0.0625474767154331,0.0686244768060207
"gene_201",0.0535452053163158,0.0588299019343829
"gene_202",0.0455713612520572,0.0500019704653251
"gene_203",0.0676163762483531,0.0741785134197075
"gene_204",0.0500724855442832,0.0549752932211901
"gene_205",0.0640420924888678,0.0707696310997797
"gene_206",0.0896751230928354,0.098441605760093
"gene_207",0.0904512437833973,0.0996684924798238
"gene_208",0.0562017095193306,0.0619390219957508
"gene_209",0.0403920128146625,0.0443178040693793
"gene_210",0.0397833248074567,0.0436840015996891
"gene_211",0.0559272089633434,0.0613816063740107
"gene_212",0.0856928285061199,0.0942535123178104
"gene_213",0.102606401503157,0.11300526048179
"gene_214",0.0496918024442123,0.0545154526579776
"gene_215",0.191785091726892,0.213536545685466
"gene_216",0.0413498248699311,0.0453683791879999
"gene_217",0.223122012753408,0.244817594110694
"gene_218",0.0987068212546777,0.108395123106659
"gene_219",0.183051661284354,0.201150982418568
"gene_220",0.0995805028436728,0.109565044249489
"gene_221",0.193836792847577,0.213886569149964
"gene_222",0.06525757951651,0.071595421492408
"gene_223",0.0739747699787561,0.0811647495549891
"gene_224",0.144400886303599,0.158880232991071
"gene_225",0.0442780111683339,0.0486628689433529
"gene_226",0.0557667883101822,0.0612005370891836
"gene_227",0.0461016808500393,0.0505811956669794
"gene_228",0.109063036174335,0.120024366237887
"gene_229",0.0577696480701216,0.0637970549911651
"gene_230",0.0446862482505213,0.0490376627224453
"gene_231",0.0959972144153513,0.105509180238625
"gene_232",0.0456351217336147,0.0500712000841982
"gene_233",0.0999882265655046,0.109716471285453
"gene_234",0.123369254545697,0.135638760355135
"gene_235",0.0424576474889862,0.0466225590083901
"gene_236",0.0773266171818296,0.084915630676354
"gene_237",0.120018127978696,0.132166821204813
"gene_238",0.127056398913253,0.139558172715818
"gene_239",0.241862141248627,0.266647302570581
"gene_240",0.0464819659222442,0.0509920525024692
"gene_241",0.0482597493588771,0.0529883680642986
"gene_242",0.106820880132441,0.117408586448817
"gene_243",0.0555366212399464,0.0609884331676937
"gene_244",0.180590935533528,0.199256961301989
"gene_245",0.06809840558191,0.074680608525874
"gene_246",0.219501093255302,0.242027337781113
"gene_247",0.0374362798351178,0.0410710561545368
"gene_248",0.037474150800446,0.0411120050404882
"gene_249",0.0491239317831057,0.0539931348131625
"gene_250",0.0918464935424038,0.100845587748091
"gene_251",0.0636637597739383,0.0699883472551076
"gene_252",0.0457300589993297,0.0501724197837766
"gene_253",0.0686759081219918,0.0753985712322489
"gene_254",0.0740522740969328,0.0812563629525389
"gene_255",0.0895348072132039,0.0982965279767152
"gene_256",0.0458426437727436,0.050297484977796
"gene_257",0.108461386648603,0.119039861079333
"gene_258",0.0556486602312311,0.0611141035077546
"gene_259",0.0413417653785213,0.0453580016964572
"gene_260",0.0857774575195582,0.0948384743799208
"gene_261",0.0541593460160616,0.0594438371305489
"gene_262",0.069112093681677,0.0758303137289723
"gene_263",0.0479210872162161,0.0525708865631022
"gene_264",0.178754807483392,0.19596809384602
"gene_265",0.040509688561404,0.0444412215431663
"gene_266",0.0557954269727287,0.0612685489207823
"gene_267",0.0444936011754653,0.0488390587125655
"gene_268",0.0803100016619692,0.0883552793378457
"gene_269",0.0441392385413212,0.0484255265681491
"gene_270",0.0470960782661569,0.0516953343709912
"gene_271",0.179727482251924,0.197143703582717
"gene_272",0.100928222595757,0.111213993026835
"gene_273",0.0396168154466008,0.0434972859788232
"gene_274",0.0904368629932392,0.099388585356585
"gene_275",0.131666339069122,0.144990036519277
"gene_276",0.0770614582814975,0.0846065949297401
"gene_277",0.0887808557435986,0.0988741494052773
"gene_278",0.0799980331804201,0.0878380925357263
"gene_279",0.0711688981260781,0.0782371765732872
"gene_280",0.0602698750658379,0.066117943808997
"gene_281",0.0585457740105501,0.0642901000379596
"gene_282",0.0543018533090929,0.0596005674324078
"gene_283",0.0534448207892276,0.0586870802812198
"gene_284",0.0423572347923789,0.0465713049208965
"gene_285",0.0828202141825844,0.0909587987713898
"gene_286",0.0485564927820535,0.053481719196087
"gene_287",0.0439555265049387,0.0482206871607128
"gene_288",0.0423944768528178,0.0465140039939594
"gene_289",0.078700487399698,0.086627702380682
"gene_290",0.0464544057385462,0.0509640742520275
"gene_291",0.0410225603573874,0.0450070483390741
"gene_292",0.175890572086846,0.193763005126005
"gene_293",0.0570596744982906,0.0626180777857842
"gene_294",0.243964085498875,0.268754327808444
"gene_295",0.0937642812740921,0.103449892143358
"gene_296",0.220056395691652,0.243561742024288
"gene_297",0.0460598635253238,0.0505440062868578
"gene_298",0.0397708367574758,0.0436452463137423
"gene_299",0.0725619127707314,0.0796852460215097
"gene_300",0.144230822814228,0.158288589928097
"gene_301",0.183874672458664,0.201935658921114
"gene_302",0.112434179269598,0.123645799255474
"gene_303",0.0603680749413463,0.0663262718316353
"gene_304",0.0435130215721259,0.0477531186550347
"gene_305",0.161962603519657,0.178549193622898
"gene_306",0.0794550869541532,0.0872691396675376
"gene_307",0.0477860405211354,0.0524250795038705
"gene_308",0.054323475991738,0.0596142466763638
"gene_309",0.0679429119033327,0.0746327324984628
"gene_310",0.0449778662874417,0.0493635772271137
"gene_311",0.0500674147527509,0.0549300313825247
"gene_312",0.0658767045866823,0.0753030255736714
"gene_313",0.0463645743817166,0.0508789966533864
"gene_314",0.0538146008865462,0.0591146020966778
"gene_315",0.0584039438727827,0.0641668073104787
"gene_316",0.0392826417381812,0.0431067723150218
"gene_317",0.0754131450497883,0.0827604741531428
"gene_318",0.0383827608839635,0.0421112062916255
"gene_319",0.182005285955549,0.202491036338071
"gene_320",0.0437668139365794,0.048043145786999
"gene_321",0.0622620302911235,0.0683807133835835
"gene_322",0.115603856489357,0.129139276176378
"gene_323",0.0379404351782141,0.0416233563864434
"gene_324",0.0438007483998401,0.0480860993909917
"gene_325",0.0448892706465253,0.0492576460649162
"gene_326",0.0639724109112375,0.0701963192039852
"gene_327",0.0446110596850857,0.0489503775260067
"gene_328",0.0711255701756843,0.0780754257588231
"gene_329",0.0423705330693135,0.0465353203107881
"gene_330",0.130600791291671,0.143230542781976
"gene_331",0.182472086990539,0.200171325635231
"gene_332",0.0509319989883059,0.0558810543148531
"gene_333",0.200922872840659,0.221315295621042
"gene_334",0.118687918944286,0.130814935158121
"gene_335",0.157190274915417,0.172379750369035
"gene_336",0.109842181540855,0.121398494906438
"gene_337",0.0478831105162686,0.0525339211371212
"gene_338",0.0554529260633008,0.0608356060467307
"gene_339",0.149327650473623,0.163997663446702
"gene_340",0.0548225223547043,0.0602898607720151
"gene_341",0.0454075574088035,0.049816825084468
"gene_342",0.0448716659356144,0.0492255932567215
"gene_343",0.062972315989281,0.0691521073407461
"gene_344",0.0431666129780812,0.0473594311745006
"gene_345",0.153778080732005,0.168612881957153
"gene_346",0.0828144669531568,0.0909381189095998
"gene_347",0.0691985804497971,0.0774556161271394
"gene_348",0.0483794484869559,0.0531183148830587
"gene_349",0.0432312205171571,0.0474269051121192
"gene_350",0.142137120482119,0.16279097034559
"gene_351",0.0537055405302578,0.0589604694113649
"gene_352",0.0390163873272131,0.0428078441370335
"gene_353",0.0887493104181745,0.0977605537623269
"gene_354",0.0538353215831303,0.0590833266540168
"gene_355",0.0557015938303671,0.0611098985953097
"gene_356",0.0510613850530455,0.0560419110161007
"gene_357",0.056338925836315,0.0618183552747551
"gene_358",0.0440123391601191,0.0482902631281345
"gene_359",0.0998537092732779,0.109972702426075
"gene_360",0.149984044621298,0.164879629485158
"gene_361",0.0468998786536144,0.0514588626082162
"gene_362",0.0774954010035745,0.0853017945167607
"gene_363",0.0684823614851539,0.075106352362771
"gene_364",0.056012093023855,0.0641672496559486
"gene_365",0.0592449502865558,0.0650362999946158
"gene_366",0.124545836472703,0.136638093342631
"gene_367",0.19655328325095,0.215529511907971
"gene_368",0.0395672168096407,0.043409792333302
"gene_369",0.127380186071316,0.140520713574274
"gene_370",0.0387903854324763,0.0425553175067036
"gene_371",0.158302675953277,0.174663160467561
"gene_372",0.0785909661901135,0.0862910543266352
"gene_373",0.0441504482926583,0.0484515790443951
"gene_374",0.0443325456511095,0.0486357336180637
"gene_375",0.040511194931875,0.0444437143068723
"gene_376",0.0887529439288818,0.0972948636059933
"gene_377",0.0649698692555399,0.0713713611356114
"gene_378",0.117814171164819,0.129522522705466
"gene_379",0.0549732830804012,0.0603301268374699
"gene_380",0.045241160602716,0.049697884527361
"gene_381",0.0773518927797816,0.085004516298574
"gene_382",0.0437826302478496,0.0480369762966089
"gene_383",0.0646589868635082,0.0709866458761679
"gene_384",0.0400771768917165,0.0439945184281238
"gene_385",0.0423570255524531,0.0467008608023626
"gene_386",0.0593614376093143,0.0651857157665723
"gene_387",0.0537893297117257,0.0590309548752391
"gene_388",0.0446734665961925,0.0490293940812067
"gene_389",0.0506820230735021,0.0556287837421792
"gene_390",0.182349255704555,0.2009874212749
"gene_391",0.0462276924125874,0.0509254483964894
"gene_392",0.12857276130404,0.141142866390249
"gene_393",0.0467955855830132,0.0514102469117386
"gene_394",0.0644601343417671,0.0708380075327986
"gene_395",0.0529703281631006,0.0581117530029579
"gene_396",0.0444055516641291,0.048778510814103
"gene_397",0.204493541565374,0.224255339051919
"gene_398",0.0736137951394233,0.0809415915060077
"gene_399",0.0628346199941747,0.0713843678984867
"gene_400",0.0514973220292581,0.0565398969229947
"gene_401",0.0848489682349888,0.0931564133446044
"gene_402",0.0955962009091151,0.105349006019874
"gene_403",0.0435331590197591,0.0478103510460775
"gene_404",0.0401720603705077,0.0440738042751209
"gene_405",0.0473165163646334,0.0519381241623959
"gene_406",0.0606516989770287,0.0666128183445564
"gene_407",0.102007705764304,0.111870814092323
"gene_408",0.0491663754556523,0.0539915712791995
"gene_409",0.0388233724038584,0.0426137036005802
"gene_410",0.0581455082288336,0.0638245510320684
"gene_411",0.186551337201524,0.205431666091343
"gene_412",0.0510025046076264,0.0559881855462153
"gene_413",0.0433142849485698,0.047534340672682
"gene_414",0.0629347538126286,0.0690813722784771
"gene_415",0.139695188062225,0.153598084125181
"gene_416",0.0400832297886895,0.0439774997976511
"gene_417",0.0553181547149002,0.060705549824325
"gene_418",0.053509550091729,0.0588101937750022
"gene_419",0.0507837277040486,0.055765566223094
"gene_420",0.0449680440597642,0.0493584517445191
"gene_421",0.13505710114143,0.148159652302602
"gene_422",0.106500788644871,0.117908838740405
"gene_423",0.0811645855300936,0.0890346242470984
"gene_424",0.0431176407929744,0.0480874339643944
"gene_425",0.0622080224639929,0.0683430628222854
"gene_426",0.174468592115128,0.191312768300829
"gene_427",0.0523645137242193,0.0574671791822448
"gene_428",0.170044190290621,0.187118104864078
"gene_429",0.0412024323466559,0.0452564709491168
"gene_430",0.063975317574655,0.0703197562682673
"gene_431",0.164971411624151,0.181106328743195
"gene_432",0.0639012947229359,0.0702025026092815
"gene_433",0.0719553055956647,0.0791593968506062
"gene_434",0.0525137333494469,0.0577744833439029
"gene_435",0.116888494996157,0.128420372760702
"gene_436",0.0503274291727149,0.0552119985065043
"gene_437",0.0453207935044877,0.0497823264887566
"gene_438",0.0420031812449556,0.0460798425762896
"gene_439",0.0492176535867726,0.0539958945787127
"gene_440",0.0418859608839953,0.0459718339328439
"gene_441",0.187258773771653,0.207609633879739
"gene_442",0.0440019459957527,0.0495659483180109
"gene_443",0.0584150883263301,0.0641673813278824
"gene_444",0.0466878234638521,0.0512360502938288
"gene_445",0.0569451136343481,0.0624710148244949
"gene_446",0.0994082201020237,0.109146158716037
"gene_447",0.0468472058077468,0.0514258377664186
"gene_448",0.0794541135387445,0.0871990645639562
"gene_449",0.0406722020662795,0.0446337596506357
"gene_450",0.0394753541714107,0.0433284017867164
"gene_451",0.0491561115263438,0.0539834774140773
"gene_452",0.110076748955956,0.121237870953676
"gene_453",0.0479653806077365,0.0526325851740818
"gene_454",0.0601757862759874,0.0664697692120537
"gene_455",0.0421809292902751,0.0462795620599406
"gene_456",0.0966774788036035,0.106207997703211
"gene_457",0.0498273346212713,0.0547067137902177
"gene_458",0.231890428423239,0.254435679775367
"gene_459",0.0683089661326242,0.0751882378022772
"gene_460",0.10088376691265,0.110660288277635
"gene_461",0.141242896470693,0.156712805434993
"gene_462",0.0408864769020751,0.0448557953924495
"gene_463",0.0492485073985837,0.0540275191717958
"gene_464",0.0712821333677762,0.0782493718352261
"gene_465",0.0492089707292958,0.0540312737100528
"gene_466",0.0459740347245199,0.0504385228543384
"gene_467",0.0432429109806959,0.0474434229100574
"gene_468",0.0678921135409652,0.0744814136411909
"gene_469",0.0522314647827483,0.0573204518751004
"gene_470",0.136388868088596,0.149908539423442
"gene_471",0.0436655527066164,0.0479378737851665
"gene_472",0.129193965156955,0.142407660538603
"gene_473",0.0492086809372851,0.0539866568185255
"gene_474",0.146743695190631,0.161048350401595
"gene_475",0.056278030580861,0.0618900362302681
"gene_476",0.0947972545591531,0.104076081426718
"gene_477",0.0423550360636574,0.0464645749432467
"gene_478",0.0901590674283308,0.0989048470442055
"gene_479",0.0943832122050358,0.104034051802503
"gene_480",0.084420822409655,0.0928067107722135
"gene_481",0.0613364562920886,0.067408296223
"gene_482",0.210330103008077,0.230378932722296
"gene_483",0.0502398676786297,0.0551694337709331
"gene_484",0.122647405785286,0.135062761355655
"gene_485",0.0669528737152139,0.073464820680875
"gene_486",0.0491024689440108,0.0553130849736419
"gene_487",0.0630343557130893,0.0695395359098972
"gene_488",0.039066958537742,0.0428620587345657
"gene_489",0.0756538380643513,0.082988572506273
"gene_490",0.0587108438336987,0.0644178970299189
"gene_491",0.159527033414175,0.175085389126716
"gene_492",0.0501694349179173,0.0551393334712809
"gene_493",0.0532883110489525,0.0585641878255896
"gene_494",0.0997029949217282,0.109790579248999
"gene_495",0.198529289093355,0.218854633244669
"gene_496",0.041291934156113,0.0452999818099046
"gene_497",0.0378724189621985,0.0415486688649394
"gene_498",0.0975753711911849,0.106984368062123
"gene_499",0.0426178367003842,0.0467560575890089
"gene_500",0.051807019441547,0.0568583823929904
"gene_501",0.0469872159595187,0.0515475227422022
"gene_502",0.0456362035622829,0.050069631584152
"gene_503",0.0431523661650621,0.0473398501790662
"gene_504",0.0535005823048312,0.0599659373996729
"gene_505",0.0781034040927718,0.085652301517301
"gene_506",0.137183046268883,0.151438252284223
"gene_507",0.0445660103568282,0.048963500288696
"gene_508",0.0475662877525719,0.0521888839961913
"gene_509",0.0706395684890423,0.0775412894560903
"gene_510",0.0468673810506971,0.0529008975686136
"gene_511",0.173324865718518,0.19080314833206
"gene_512",0.152791904489503,0.168113043340003
"gene_513",0.0956281511656488,0.105290502090275
"gene_514",0.0493715771201212,0.0542385835137558
"gene_515",0.0466382115788879,0.0511685834074559
"gene_516",0.063178799555961,0.0697261414636305
"gene_517",0.0676530751522201,0.0741923967148333
"gene_518",0.0759752924323985,0.083483534872021
"gene_519",0.0425546955312987,0.046694287639854
"gene_520",0.151556290973591,0.166375021110877
"gene_521",0.0648999617873961,0.0712863122095331
"gene_522",0.0416628447151864,0.0457577365134028
"gene_523",0.0530622027890173,0.058290497536989
"gene_524",0.195747274544226,0.215918191138791
"gene_525",0.0548595736651768,0.0602398352911455
"gene_526",0.154859254237681,0.170152316158956
"gene_527",0.0609101813213888,0.0670008906561461
"gene_528",0.056041831498161,0.0614719460609977
"gene_529",0.0414971579656318,0.0455314776910912
"gene_530",0.0594450988230783,0.0652522050211961
"gene_531",0.130873573055038,0.143746812141819
"gene_532",0.0447166879998199,0.0490711257899346
"gene_533",0.13628201102353,0.14959092084254
"gene_534",0.0535178786135182,0.0587357634508386
"gene_535",0.0440414723911608,0.0483279276732878
"gene_536",0.045839351967461,0.0503073817478581
"gene_537",0.138218435702333,0.151497122222153
"gene_538",0.0460699203413544,0.0506904936568456
"gene_539",0.0721125894199227,0.079259060075728
"gene_540",0.0509784025384162,0.055926417127817
"gene_541",0.0594434306551035,0.0652545736996514
"gene_542",0.03865714452008,0.042411422921898
"gene_543",0.0511118024174875,0.0561642060067246
"gene_544",0.0750960644849365,0.0825488768236233
"gene_545",0.0431523733430213,0.0473523787278242
"gene_546",0.12471819882024,0.13708821860649
"gene_547",0.0475060588638389,0.0521217444150676
"gene_548",0.0430302929489253,0.0472075078294393
"gene_549",0.12390075858344,0.136027163248692
"gene_550",0.0399688648412204,0.0438650546469722
"gene_551",0.0424597581103187,0.0465802387083681
"gene_552",0.0681916799352757,0.0749226631646139
"gene_553",0.1641638526006,0.18111162390099
"gene_554",0.0437028641832034,0.0479541549675332
"gene_555",0.0818415967958004,0.0897580604473682
"gene_556",0.0757882052555408,0.0832059929829295
"gene_557",0.0397059707263872,0.043674716349619
"gene_558",0.209973231800264,0.230876507774266
"gene_559",0.0817211384127419,0.0897998189961882
"gene_560",0.0469214261614498,0.0514840951888703
"gene_561",0.202375851188236,0.224576340333853
"gene_562",0.120111484286675,0.132046090721725
"gene_563",0.0612217918246395,0.06742014996947
"gene_564",0.0419112702315683,0.0460585335421773
"gene_565",0.0603707085607601,0.0663208362555866
"gene_566",0.0607407774913442,0.0667258518054418
"gene_567",0.0499566423691846,0.0548403818936887
"gene_568",0.0402536781604907,0.0441902006840764
"gene_569",0.123426486227561,0.136331927122322
"gene_570",0.0894788172978689,0.0984559448047639
"gene_571",0.169999736450523,0.186682221491952
"gene_572",0.0680370082637894,0.0747192105671752
"gene_573",0.200663150382841,0.220966857161906
"gene_574",0.0596487262154154,0.0654153904930346
"gene_575",0.0482317046015484,0.0529135984041007
"gene_576",0.0588156062660609,0.0646235846025977
"gene_577",0.185687757704217,0.203504821139894
"gene_578",0.0662814202507601,0.0727393115238414
"gene_579",0.0405484726793367,0.0444847881819699
"gene_580",0.0356552677664652,0.039123053359156
"gene_581",0.0497681132182328,0.0546181501401023
"gene_582",0.0415797671001817,0.0456143703495234
"gene_583",0.0458225388037398,0.0502713405558889
"gene_584",0.045096366474105,0.0496669402549956
"gene_585",0.0696374423280745,0.0763932977987909
"gene_586",0.0584254305602742,0.0642290145228206
"gene_587",0.045483868323054,0.050028572048205
"gene_588",0.0449172872674162,0.0492841135945045
"gene_589",0.117252717913631,0.128791278404907
"gene_590",0.193634340217211,0.212408182239579
"gene_591",0.0626389934505208,0.0687469207904649
"gene_592",0.0453136275626342,0.0497147187238696
"gene_593",0.178889102511892,0.196219142859238
"gene_594",0.100680967950467,0.110404144957371
"gene_595",0.211167783300667,0.231400425712863
