"gene","Intercept","batch_B_vs_A","batch_C_vs_A","condition_treated_vs_control"
"gene_82",8.13619196306074,-0.380394424837015,-0.0971935280180549,-0.252725672753904
"gene_83",6.87303124413963,-0.120788324277805,-0.124948860644753,0.385740775830005
"gene_84",9.90934247690859,-0.533844002409761,0.385119309225801,0.18285530341993
"gene_85",5.42727952286993,0.61508077883105,0.279177080820601,-0.0132182714592839
"gene_86",4.60095798865128,-0.448321655072523,0.338822582805212,-0.0670378974355031
"gene_87",7.39428935870204,-0.63293178741643,-0.0321344930225139,-0.108784945253735
"gene_88",3.74855499920005,0.274170114899726,0.00964386098671791,0.0316204436267386
"gene_89",4.86415743917024,-0.220808465840168,-0.230644046631574,0.181098451658755
"gene_90",5.57990815997885,0.228764328767555,-0.573896283088048,-0.172862242480516
"gene_91",11.258144030559,-0.0332230550896029,-0.0592586425329826,-0.00542797599767093
"gene_92",4.15295849329566,0.0916277622492069,0.0200984424185658,-0.424684563209042
"gene_93",9.29751669725143,0.815412473754033,0.0263292860523154,0.296542976531729
"gene_94",8.63356202432528,-0.0728486327304938,-0.0840101585232137,0.121693349056248
"gene_95",10.5560780116615,0.257056121720844,0.0260752292463173,-0.280715776835551
"gene_96",10.223352343719,-0.375665128779209,0.176387914385177,-0.0243511750944345
"gene_97",2.80708714996305,-0.259689243122633,0.712368437648653,0.362732383540192
"gene_98",5.69496306588533,-0.272104548382005,0.265086935717502,-0.0571099656907052
"gene_99",5.34410380047384,-0.341998772008519,-0.153735533412414,-0.638292934812312
"gene_100",2.45376361137481,0.384144770681252,-0.0839304056826632,0.232866916502593
"gene_101",4.31382740192379,-0.0653015437239882,-0.0922844007597373,0.1087561322236
"gene_102",9.98636479490975,-0.19321878235178,-0.865288673527084,-0.403615178451603
"gene_103",12.2832354404882,-0.651041053325197,0.319427624681227,-0.0599358371664501
"gene_104",7.57707858010583,0.109567126949163,-0.15541709993159,0.196125402561644
"gene_105",4.54029267320198,0.147754986628108,0.0576371552498782,-0.240111543666661
"gene_106",8.33721791927276,-0.465043870765226,0.368286412421319,-0.0344125075157688
"gene_107",10.4699705548985,-0.4112139701472,-0.392966377466148,0.0893751645958552
"gene_108",8.54527009312899,0.0362313275377267,-0.183334768501642,0.13870524262736
"gene_109",6.1305879630069,0.00799610006218733,-0.490132848085891,0.504080018777191
"gene_110",6.65213338764673,0.102377840359318,-0.293390209188862,-0.0508466773166417
"gene_111",6.63102328592504,-0.419504844276699,0.424632706411956,-0.0941083339417732
"gene_112",8.83589312998096,-0.387493020584171,0.0962297519983006,-0.926773640013451
"gene_113",7.29653571067919,0.102600420364764,-0.320208739111002,2.01819431321577
"gene_114",10.9675428802934,-0.246723382739774,-0.130247039456154,-0.34886524166228
"gene_115",8.97481606897789,0.106241997953747,-0.0312747193613981,-0.0896976047936732
"gene_116",9.53451457321313,0.221757877819303,0.319184946600101,-0.0620878993398331
"gene_117",5.9211865668282,-0.246843064532936,0.25484941423171,-0.450755519258887
"gene_118",9.52686029842185,-0.374457871775909,-0.253131307168516,-0.882859654746176
"gene_119",5.94048654173661,-0.10702158070258,-0.254285567257614,0.0879235448616113
"gene_120",5.26085105674155,-0.173134880348086,0.290674234171717,-0.10309493146003
"gene_121",4.5414427318747,0.739969614099215,0.108098812366184,0.240893136322526
"gene_122",6.54959237661776,0.575819377229042,0.113398562273299,-0.0780525462181845
"gene_123",10.6128058870522,0.392213933849289,-0.467327496763769,0.172633129563735
"gene_124",5.68912146943529,0.13464861283282,0.672000649146158,-0.0312195893896466
"gene_125",10.6980581144117,-0.33839951450224,0.173852186740285,-0.270079034304452
"gene_126",9.64439780435734,-0.421346401846212,0.14258790708182,-0.0224482828319668
"gene_127",12.3856907410387,0.225197960599713,-0.201388876075664,-0.0708529502186702
"gene_128",11.7920244861998,0.228684200008337,0.000780924618968327,0.0206831552176014
"gene_129",5.85991521089001,-0.0563244096996454,0.187767176780564,0.224426321331017
"gene_130",5.20475610813358,0.0284851624944315,-0.298392462873228,0.0242631653990389
"gene_131",9.11383819937107,-0.701573487660103,-0.260812818756148,-1.94115952396621
"gene_132",12.2088696187376,-0.524787716603697,-0.0239759821966088,0.239215750315919
"gene_133",8.10416712297917,-0.199142526057785,0.153620195006872,-0.0939202887672295
"gene_134",12.3525753684421,-0.12007779858195,-0.277058615321733,-0.341636808178874
"gene_135",3.87154777069172,0.107239087468533,-0.280495163359961,-0.167325024415558
"gene_136",7.57225623012549,0.288795982651438,-0.178899609007406,-0.0124684512201171
"gene_137",8.50776198670057,-0.151457422913184,0.260648071273663,0.244643436365944
"gene_138",7.00358759798899,-0.0470634915122084,0.503881719566548,1.86654723367525
"gene_139",9.30742754320373,-0.166097705841316,-0.0907605213835923,0.184607049141363
"gene_140",10.3030402728987,0.722086629841007,-0.111022968270494,-0.170675323071884
"gene_141",5.57523931983901,-0.265256483310211,0.384878752645935,-0.0242409639582252
"gene_142",5.76328126096317,0.142770924120542,0.658127074430486,0.803009737739126
"gene_143",7.16045892104874,-0.183774343400683,0.134226269096432,0.038846954622378
"gene_144",12.2552433654628,-0.148462773067109,-0.0936934036312527,0.0464508544444273
"gene_145",8.76100322591438,-0.561784620064272,-0.107678674241637,1.90164226438625
"gene_146",2.40571378636561,-0.257449449284927,0.435392387793411,1.50946757316708
"gene_147",6.57609664176134,0.540686428823207,-0.164171275655048,0.0515069417654207
"gene_148",2.67816183477889,-0.121026011326738,-0.491577592664169,0.00625650745563298
"gene_149",6.35298298314176,0.177145989374967,0.207397088545325,-0.0349989972241981
"gene_150",2.58027913315363,0.524874869415771,0.673280266748826,-0.874913939768984
"gene_151",11.7667477577271,-0.424956917014031,0.55106348861656,0.00823585170685225
"gene_152",6.01654268947232,0.212581578908742,0.0971834212524749,-0.149270067405406
"gene_153",6.68292059046643,0.31822816064485,-0.140275196321218,-0.174385581361033
"gene_154",2.83036857916053,-0.754126828414371,0.66210996100421,2.02325562383281
"gene_155",7.71818788560361,-0.675144094875758,-0.354841251421857,0.00679997482502696
"gene_156",6.84404044672245,0.461509775695158,-0.175660183309467,-0.0542724644998137
"gene_157",8.73555381211138,0.28251025143952,1.14611840257807,-0.235893577210413
"gene_158",4.35421487502244,-0.328928006172374,0.281183531227845,0.12588114911045
"gene_159",9.89604775691115,-0.208158107798515,0.0799320214142814,-0.165043926209489
"gene_160",10.6397283954552,-0.0756232528877003,-0.424166212276153,0.12168102267793
"gene_161",9.0602470857866,0.211741441137543,0.0131615573970783,-0.152268766207755
"gene_162",5.90174660834545,-0.0175283490590985,-0.27135807126965,0.0707245163407504
"gene_163",10.7510889380425,0.292197511197252,0.0855106446307033,-0.210436060492521
"gene_164",8.92465817245806,0.682407056879761,0.335922618548313,-0.30053220770822
"gene_165",7.77236155156577,-0.343614244393861,-0.270244505204838,-0.0861880565599284
"gene_166",8.46070424597483,-0.400980866959265,-0.224487153903378,-0.227992665886923
"gene_167",4.38422003673685,0.406434454469629,-0.024959966005538,0.0126698556492331
"gene_168",3.03371634603612,0.197602531643634,-1.37716153956789,-0.704694234861221
"gene_169",9.42643180283315,0.463464825354754,-0.12406370141354,0.015649139810786
"gene_170",11.530553796815,-0.225893372154895,0.0552811422329584,0.107297906008126
"gene_171",5.65802867446566,0.300198898812359,0.244970663726522,-0.040379801671967
"gene_172",1.93821391008827,0.129175681948258,-0.0240414582233568,2.30345864581519
"gene_173",4.07470529628192,0.0310189286196563,0.00387846751416321,0.218424221252857
"gene_174",7.74945344162566,0.201129672510667,0.295810422756918,-0.100606489580213
"gene_175",7.88487179223634,0.849645543026051,0.209258488606834,0.332127893408643
"gene_176",7.36821554211595,-0.271578102212184,0.732988623738424,0.132784517964719
"gene_177",7.36676575214467,-0.134125620711461,0.0712722517708726,-0.53194220236155
"gene_178",6.78911274679124,-0.370141799966158,0.0723245409444267,0.0521319635406611
"gene_179",9.9260151426217,-0.0973799573556663,0.253425223389361,-0.144229423694143
"gene_180",9.15178872118375,0.0754880648150886,0.431408642665188,-0.00806263594338021
"gene_181",8.00641180927138,0.660811587027695,-0.249349792808946,0.00150044213495085
"gene_182",4.31820920863402,0.240299230610403,0.10990841449602,1.86984315963411
"gene_183",4.73103463542156,0.138382769185515,0.064178725737216,-0.206518738073648
"gene_184",6.66054434082184,-0.807039844619707,0.136047621664952,-0.23382822810201
"gene_185",4.93799075157383,-0.0970904866576192,-0.184445459516263,0.150642134045274
"gene_186",8.21664280992148,0.149521332220833,-0.291776480504483,0.127834806221277
"gene_187",8.26357954511767,0.114307255593516,0.282177697342672,-0.297299697047157
"gene_188",6.69393255371571,-0.653456269701937,0.154833882919832,0.214784990373692
"gene_189",7.88798043564783,-0.253564358304414,-0.856743471273701,0.332064164674334
"gene_190",8.57884287719637,0.271894482250088,0.145447769435751,-0.0983526513813606
"gene_191",11.3833123199327,-0.433581264216055,-0.0162041307439495,1.12285290390014
"gene_192",10.7127047241193,-0.10777632325054,-0.0792648850805661,-0.0342407766188951
"gene_193",3.39962475433627,0.929470362804033,-0.175690558331637,0.191207693754686
"gene_194",7.58310859478354,0.457031660434519,-0.0181818269753773,2.06399900005713
"gene_195",7.90347228671449,0.633909002057438,-0.456451938547163,0.079392015764699
"gene_196",9.51633696125061,-0.166198607568483,-0.676729122883725,0.206403455092245
"gene_197",2.3121582467713,0.198505448760531,-0.388680942924714,0.289586524303981
"gene_198",3.51450114474636,0.0643279771031297,0.288778582219506,-0.321270551035986
"gene_199",5.5289694010203,-0.392914389903686,0.314119495648813,-0.0659052426793007
"gene_200",2.7039335037986,-0.0251366429983655,-0.249605450130923,0.396401447552239
"gene_201",5.80099408337676,-0.26433000458456,-0.159224845677682,-0.56415101237832
"gene_202",6.50210758971919,-0.178475249583583,0.223289167761589,-0.16962705321244
"gene_203",7.35568053494049,0.201415477038301,-0.0680333151011689,0.119598249440717
"gene_204",1.9485771553997,1.00733271499413,0.676251320811131,-0.0160383399808421
"gene_205",10.1363549409562,0.196311441040383,0.363363463476689,0.0943068303233502
"gene_206",9.96676281590172,0.196444797764051,-0.575681687429093,0.159841713726496
"gene_207",3.11289961874782,0.220218567065954,0.172854394450474,-0.0195282893024062
"gene_208",4.5134800008056,-0.468385880055926,0.568397066791601,-0.562671142810124
"gene_209",6.62951190492811,0.0702649345875251,0.192468933742186,-0.0951732969409231
"gene_210",11.4716555667624,0.440336448561214,-0.155248415866029,0.143807724558426
"gene_211",2.84773641092589,0.167114785255805,0.518615702611188,-0.254545852813262
"gene_212",3.18032716990127,0.497870154288466,0.311210101712194,0.0956067083608706
"gene_213",8.99458289793612,0.129118185666996,0.666336199917602,0.101172457412268
"gene_214",7.20811093597246,-0.155762284951005,0.144878095162225,-0.349692638321347
"gene_215",7.78774769602659,0.597116248484499,-0.0760184689928794,0.0895098793348983
"gene_216",7.15146679903093,0.286822442252062,-0.0764668937007231,-0.317122776809367
"gene_217",2.46937632730607,0.0186492702585748,0.327765433433928,-0.247157452043072
"gene_218",4.21481342607268,-0.289862783110758,-0.155803868078272,-0.507912485329613
"gene_219",7.55422454766302,-0.184872001245587,-0.559166062154414,-1.11293248922706
"gene_220",2.50195358771517,-0.454411995971609,0.091456732625851,0.0188189971930242
"gene_221",4.46184379190554,0.494003399986382,0.625941706534222,-0.183323531958732
"gene_222",9.12013060456957,-0.625121173788342,0.45956656553826,0.137103592381247
"gene_223",7.64656379020866,-0.195147345499868,-0.0715689814417269,-0.104146482348085
"gene_224",7.46666696756499,0.0269496176150552,0.28245916347116,-0.109316311550739
"gene_225",6.75622252258907,0.06822576807854,-0.263190324864692,0.235290723827431
"gene_226",5.11820036712891,0.146919386485781,0.139573693494424,-0.0616635476956991
"gene_227",12.342887437058,-0.357075716670169,0.490952179489411,-0.12376030555912
"gene_228",7.85563309948494,0.205542982344842,0.68485623655366,-0.24066847599277
"gene_229",9.34349054915766,-0.622826232021998,-0.259597647289264,-0.0868183979961999
"gene_230",9.29152285884918,0.567929881368257,0.306090574516653,-0.0192425908800264
"gene_231",9.44552786831413,0.510653540124497,-0.512810518207674,0.268005154404191
"gene_232",12.2009582091542,-0.465826437031963,0.199509219660475,0.5937903383321
"gene_233",4.16523851525022,0.0546561529153873,-0.212463131074326,0.996871761643376
"gene_234",7.60531525524302,-0.345494129138425,-0.281547040283465,-1.91201979528301
"gene_235",7.67567748454596,0.483880280277552,-0.151052219808841,0.500482403720744
"gene_236",7.13226785149331,0.0832955282297928,0.207363398331067,-0.406629370519792
"gene_237",6.61431619118255,0.0742728237107642,-0.106606082892806,0.107258780151583
"gene_238",6.45417844330517,-0.373442242852818,-0.322659550260522,-0.548786293948723
"gene_239",8.9366596903981,0.509433540433718,0.325646382803456,-0.378678478672049
"gene_240",9.17775508234752,-0.080728284217877,-0.0147011548797749,-0.021800738360367
"gene_241",5.68880638541221,-0.353971478227657,-0.368050147033613,-0.431255257824821
"gene_242",5.7706979697946,0.0691530880956142,0.102971794534311,0.24170314378541
"gene_243",7.04182389640814,0.126322939787344,-0.458648736923302,0.295285001812127
"gene_244",7.24075475082122,0.737347071939081,-0.0085492415306308,0.0477571865671976
"gene_245",4.99811736005431,-0.355635343119829,-0.717495232236983,-0.225236389282763
"gene_246",10.3555314712019,-0.32674657554372,0.676835163302389,0.0798586484869571
"gene_247",1.59195742663815,0.25524218549397,0.0876608071554026,0.867235142455789
"gene_248",6.50709997206155,-0.0218035212652669,-0.493438829122248,-0.414345156304982
"gene_249",2.63295989700207,-0.132429793012006,-0.210245672108057,0.306015608691738
"gene_250",2.65132774778865,0.117303888554106,-0.420458170789818,0.05007175295733
"gene_251",8.15262091295509,-0.111441555826766,0.0762509949924223,0.00747287902348813
"gene_252",7.34750342879311,-0.21173040349862,0.240440382954456,0.211945830640526
"gene_253",12.4140270698382,-0.627233949738851,0.224609749878646,1.87972323001213
"gene_254",1.37409366585768,0.880430436478061,0.738151466288168,-0.0230609807516934
"gene_255",2.48813692063129,0.0832477467349886,0.752283541505122,0.783199232376486
"gene_256",5.04881907207644,0.399489942360433,-0.0523836855995691,-0.00772916176003974
"gene_257",8.51449723400276,0.0306029260161972,-0.306101119691029,-0.0879993781059232
"gene_258",7.18338808278699,-0.0836984584308351,-0.126770588818241,-0.107866802225213
"gene_259",7.29606019099112,-0.247984021302983,-0.24241032096993,0.0897958690559494
"gene_260",7.89618663923078,-0.617892369683105,-0.513512005972166,0.353212889036047
"gene_261",5.06501175778732,0.033538063415362,-0.251283612178565,0.0501068730639357
"gene_262",8.96830484850496,0.0547164143902336,-0.035106937718096,-0.119436501358689
"gene_263",7.80313512842298,-0.376880222563567,-0.0663468328307062,-0.0574685356367804
"gene_264",8.91209284361341,-0.274847408877784,-0.103741110314567,0.120390980927666
"gene_265",5.40432438476689,-0.204842628674973,-0.345214442581021,-0.0670328848077576
"gene_266",3.63479849203085,0.152210531329507,0.465928193949277,0.378742099791965
"gene_267",4.48451008118693,0.282114975079004,0.110737862766601,0.0509639813370602
"gene_268",11.3441281434138,-0.324049871522753,0.155279043607805,-0.118519614101959
"gene_269",5.01920351458538,-0.109166496303235,0.149284384270722,0.0549675187688696
"gene_270",5.19615842544099,-0.0393534952227335,-0.00513435243518247,-0.633943924165831
"gene_271",3.7330293149012,-0.542912035400683,0.0901457125141982,-0.179411977300804
"gene_272",2.1754235699232,0.507709830837633,-0.135906959539429,0.218865741925056
"gene_273",6.53613020984475,0.1924989220383,0.340853324389634,0.262647925176811
"gene_274",5.66479749229935,-0.327578961223901,-0.253733251484814,-0.195729545133983
"gene_275",9.2410552743321,0.299142293248133,-0.504889514969685,-0.542148836102876
"gene_276",10.1396742307893,0.396898370875591,-0.0188690044082331,0.274729564031363
"gene_277",2.88418324781128,-0.370993443859433,-0.449210567905107,-0.954561996752019
"gene_278",10.0884332903376,0.399720837065484,0.261654070662262,-0.246734704064002
"gene_279",3.23898598174905,-0.632588480853517,-0.138158069742169,0.382057131696631
"gene_280",8.24722420102978,0.357930656216015,0.238966239615312,-0.145978399333474
"gene_281",8.52347048448232,0.228790020336309,-0.393186300510669,-0.117639883649057
"gene_282",6.16923440916927,0.52215035201399,0.394440266316024,0.272481172469885
"gene_283",5.59347876988338,0.190485625732748,-0.371111862146105,-0.039463946702591
"gene_284",2.87356211255639,0.255145601539185,0.479458044513514,-0.6695898668163
"gene_285",8.59753787647688,0.100137676123113,-0.398292402985448,-0.0191261981063075
"gene_286",12.2756418189947,0.0733473369801527,0.123920292881142,-0.158171543573853
"gene_287",5.90104603955633,-0.00433424546081483,0.0330932433408899,0.225603293039662
"gene_288",10.3943989369289,0.200595774886822,0.308759672547505,-0.458579212616118
"gene_289",3.05575555979981,0.712289240444757,-0.280017885247062,-0.344243369374924
"gene_290",5.77906287780289,0.205134550877777,-0.0488713749841623,-0.0243159866793119
"gene_291",7.96551225148065,-0.0673643259919453,-0.14579547861797,0.203695969326253
"gene_292",2.46904915541852,0.324314986685596,0.452582809625543,-0.210312345460118
"gene_293",8.27139805315366,0.0801068076074734,0.152805469269792,0.0627856261883196
"gene_294",9.40402663726689,-0.354272590568621,-0.0920994364282042,0.0265992965030328
"gene_295",5.2294430915093,0.295239764586162,0.143555985216591,0.426401334053865
"gene_296",8.01487997392194,0.521807065441126,-0.177187406136097,0.0389960567658113
"gene_297",5.43745786709309,-0.770781800854874,0.0477844557930874,-0.354608134092596
"gene_298",7.33427591549947,-0.478736390308114,0.7955804480801,-2.05620931499396
"gene_299",5.17082559120614,0.109923027745075,0.166871100185522,0.261704469515182
"gene_300",11.4935983735498,0.397372913045094,-0.240396519498592,-0.0786038477762228
"gene_301",6.19656745037643,0.44738255952909,-0.482829801190101,-0.202985736650566
"gene_302",4.41591849102871,0.133290881342328,-0.00584900452504135,-0.150746967983303
"gene_303",7.16869697114839,-0.624224544420772,0.0670355695269464,0.185363035000701
"gene_304",5.50708580187991,0.0541028851615054,0.449278543371777,-0.0237451320754803
"gene_305",5.55757197164281,-0.26139128831649,-0.282018799407551,0.400460381211441
"gene_306",6.53886653236013,-0.101576981454501,-0.176519591705188,0.172943446189093
"gene_307",7.81854078927785,0.190400163033747,0.486898163093466,-0.148647528266205
"gene_308",4.56920363172043,-0.412963858277759,-0.452035211342355,0.28839951449823
"gene_309",9.60742885455647,-0.0216664806800844,-0.153039905331121,-0.0336801442348882
"gene_310",11.0713235985356,-0.0495372755069308,0.397507063729217,0.250702977657116
"gene_311",4.67312618525684,-0.108518380211011,-0.0125720428798037,-0.0368086238779589
"gene_312",8.64742203089376,-0.109041447619217,0.473295779541773,0.0177108823461159
"gene_313",7.02095694255691,0.056913847096856,0.584509120884577,0.333649161968281
"gene_314",7.14344837403429,-0.496206742776323,-0.00746619193432767,-0.319020674396355
"gene_315",12.3021014263648,-0.100245715895092,0.589368786615292,0.232124269408077
"gene_316",8.01386810882401,-0.476117510632563,-0.133752387000022,0.186933237626589
"gene_317",4.46651184646408,-0.453679458805694,0.0546254688992139,-0.071543514724626
"gene_318",9.66369870400774,-0.422947720949773,-0.244166326930674,0.0101807424929832
"gene_319",5.52198190356908,-0.168150868738487,-0.158615685511864,0.146385289546815
"gene_320",8.8291946207952,-0.531448563153277,0.00514439308529489,-0.0314783651020297
"gene_321",3.90900684691901,0.0106274651464777,0.430548038895656,-0.0268624655480293
"gene_322",4.94555670105437,0.189913145525451,-0.657782273311673,0.123130305557026
"gene_323",7.7723594642637,-0.506175847559596,-0.671223588888633,0.0365725360834467
"gene_324",8.11985422503512,0.152735580982945,-0.790671378709676,-0.171643008616007
"gene_325",2.33852297292795,0.89142805237304,0.221226176828904,0.141881742592177
"gene_326",6.07038680280338,-0.550233602866005,0.37841772187805,-0.100840029639405
"gene_327",8.94006176353566,-0.183059024687006,-0.320790828265594,-0.139309082706276
"gene_328",7.16877878868135,-0.254205153707671,-0.233550113576975,0.566607105939094
"gene_329",8.82172133936868,-0.205623066900505,0.136882924067992,-0.0425859119426125
"gene_330",8.99356012490688,-0.00732856236736508,-0.241613595164433,-0.267234809662001
"gene_331",8.59154530020438,-0.19953218646603,0.167284602386966,1.92216296019639
"gene_332",9.87765223148706,-0.100806065057896,0.00656531707187577,-0.197756762588193
"gene_333",3.627146329899,-0.154601988918014,-0.0233661784657138,-0.193669784193773
"gene_334",6.02396681828499,-0.0935739858929919,-0.333010644143882,-0.0557177980061961
"gene_335",11.7761209940905,0.123833482238969,0.543935978992621,0.288085285611591
"gene_336",9.47318465833504,-0.0760841025589059,-0.292695823679037,0.112126488503
"gene_337",2.98411053730274,0.716998560457651,1.00555502424767,-0.298840758579542
"gene_338",2.34222644725749,-0.240328348597692,-0.902912102837459,0.327668751211466
"gene_339",10.8898998709387,-0.597713773326215,-0.201021085748686,0.113846632502622
"gene_340",11.7591325265388,0.410981968426922,0.394143086445255,-0.258050352526578
"gene_341",3.81962231556427,0.107909292397495,0.439787928215492,0.242350041222464
"gene_342",5.50712417088092,0.189736474031247,0.70911454848852,-0.0132815454240394
"gene_343",4.27776953111281,0.0229994031353014,-0.463455134662556,0.0456310570508348
"gene_344",7.64514483112762,-0.297031988823024,-0.519282410584227,0.414961120925248
"gene_345",8.30234852899925,0.311440325815755,-0.165831854756106,-0.0352033540625412
